key,0,1
15,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_NOUMENONAUTOMATON_000_120","ThErE iS oNe VoLuMe AvAiLaBlE wHiCh MeEtS yOuR sEaRcH cRiTeRiA. rEtRiEvInG rEsOuRcE fRoM aRcHiVeS... rEsOuRcE rEtRiEvEd. HaPpY rEaDiNg!"
16,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_NOUMENONAUTOMATON_000_130","I sEe YoU aRe In PoSsEsSiOn Of A sAgE's SoUl CrYsTaL. pLeAsE aLlOw Me To ReTrIeVe A sUiTaBlE vOlUmE fRoM tHe ArChIvEs... ReSoUrCe ReTrIeVeD. hApPy ReAdInG!"
17,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKONE_000_201","(-<Emphasis>An Introduction to the Heavens</Emphasis>-)<Emphasis>Have you ever gazed at the skies above and contemplated the mysteries contained therein? I speak not of shifting cloud patterns, but of the vastness beyond─of the sun and the twinkling tapestry of the night.</Emphasis>"
18,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKONE_000_202","(-<Emphasis>An Introduction to the Heavens</Emphasis>-)<Emphasis>Some think the dome above us to be a finite space, yet amongst the leading thinkers of our age, one scholar's depiction of a boundless sea of stars has firmly taken root.</Emphasis>"
19,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKONE_000_203","(-<Emphasis>An Introduction to the Heavens</Emphasis>-)<Emphasis>Alas, this heavenly sea remains an unreachable, unknowable destination. There are few indeed who can explain, in satisfactory detail, why our own star is believed to revolve around the sun.</Emphasis>"
20,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKONE_000_204","(-<Emphasis>An Introduction to the Heavens</Emphasis>-)<Emphasis>It was the technologists of Allag who came closest to understanding the laws which govern that starry abyss. It was they who launched Dalamud, and sought to expand beyond our earthbound existence.</Emphasis>"
21,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKONE_000_205","(-<Emphasis>An Introduction to the Heavens</Emphasis>-)<Emphasis>...Having read of their ancient ambitions, I wonder: has your interest in this field of study waxed or waned?</Emphasis>"
22,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKONE_000_206","(-<Emphasis>An Introduction to the Heavens</Emphasis>-)<Emphasis>What if I were to tell you that the eternal constellations were arranged differently in the distant past? That their positions continue to shift almost imperceptibly but measurably as we journey into the future?</Emphasis>"
23,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKONE_000_207","(-<Emphasis>An Introduction to the Heavens</Emphasis>-)<Emphasis>Would it shock you to learn that the stars drift further and further apart, and may indeed do so forever? Are you eager to learn more?</Emphasis>"
24,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_SYSTEM_000_208","The proffered literature provides a fundamental explanation of the laws of the heavens."
25,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTWO_000_211","(-<Emphasis>The Voice of a Growing City</Emphasis>-)<Emphasis>In the years which followed the founding of Sharlayan, civic policy and other matters of import were decided at the Ecclesia─a public forum at which every citizen was eligible to speak.</Emphasis>"
26,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTWO_000_212","(-<Emphasis>The Voice of a Growing City</Emphasis>-)<Emphasis>As the city's population grew, however, this format became increasingly impractical. The larger number of participants gave rise to ever-longer debates, resulting in significant delays of vital resolutions.</Emphasis>"
27,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTWO_000_213","(-<Emphasis>The Voice of a Growing City</Emphasis>-)<Emphasis>Various measures were introduced in an attempt to curtail protracted discussions, but in the year 201 of the Sixth Astral Era, it was ultimately decreed that Sharlayan would transition to a new form of governance.</Emphasis>"
28,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTWO_000_214","(-<Emphasis>The Voice of a Growing City</Emphasis>-)<Emphasis>The nation would now be led by a body of ninety-nine members─citizens chosen from amongst their peers by means of a nationwide vote. Thus was the Forum as we know it today conceived and created.</Emphasis>"
29,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_SYSTEM_000_215","The proffered literature provides a fundamental explanation of the establishment of the Forum."
30,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTHREE_000_221","(-<Emphasis>Stewards of Wisdom</Emphasis>-)<Emphasis>During the chaos of the Sixth Umbral Calamity, Archon Nyunkrepf, founder of Sharlayan, bore witness to the madness and savagery of men brought to the brink of despair. Upon raising a settlement on an island in the Northern Empty, he instructed his people thus:</Emphasis>"
31,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTHREE_000_222","(-<Emphasis>Stewards of Wisdom</Emphasis>-)<Emphasis>Renounce the ways of war, and pursue enlightenment through knowledge and reason.</Emphasis>"
32,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTHREE_000_223","(-<Emphasis>Stewards of Wisdom</Emphasis>-)<Emphasis>The Sharlayans took to heart the words of their savior, and thenceforth served as stewards of wisdom.</Emphasis>"
33,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTHREE_000_224","(-<Emphasis>Stewards of Wisdom</Emphasis>-)<Emphasis>Upon a foundation of accumulated learning, they built a homeland unlike any other─a nation born from strength of minds, rather than strength of arms.</Emphasis>"
34,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTHREE_000_225","(-<Emphasis>Stewards of Wisdom</Emphasis>-)<Emphasis>With knowledge of economics came shrewd trading. With knowledge of agriculture came bountiful crops. Engineering brought wells and sewers, ending squabbles over water.</Emphasis>"
35,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTHREE_000_226","(-<Emphasis>Stewards of Wisdom</Emphasis>-)<Emphasis>Wealth of expertise could be bartered for wealth in coin. And the more their wisdom spread throughout the world, the more mankind as a whole would thrive.</Emphasis>"
36,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTHREE_000_227","(-<Emphasis>Stewards of Wisdom</Emphasis>-)<Emphasis>And so it was that no matter the trials and tribulations of the age, the citizens of Sharlayan would live by their founder's teachings. For the sake of a better tomorrow─for the sake of a brighter star─they would eschew the tools of war, and with knowledge deliver the world.</Emphasis>"
37,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_SYSTEM_000_228","The proffered literature provides a fundamental explanation of the principles of Sharlayan."
38,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFOUR_000_231","(-<Emphasis>Forever Twenty Summers</Emphasis>-)<Emphasis>My beloved seekers of knowledge. Have you ever put learning before your health, and neglected to feed and rest your body as you should?</Emphasis>"
39,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFOUR_000_232","(-<Emphasis>Forever Twenty Summers</Emphasis>-)<Emphasis>I, too, once engaged in such foolish practices. But one night, engrossed in philosophical study, I had an epiphany:</Emphasis>"
40,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFOUR_000_233","(-<Emphasis>Forever Twenty Summers</Emphasis>-)<Emphasis>For all the world's mysteries that drive us to reckless abandon, we have so very few years of life in which to achieve our goals.</Emphasis>"
41,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFOUR_000_234","(-<Emphasis>Forever Twenty Summers</Emphasis>-)<Emphasis>Thus do I share with you this mantra: I am forever twenty summers young.</Emphasis>"
42,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFOUR_000_235","(-<Emphasis>Forever Twenty Summers</Emphasis>-)<Emphasis>The number itself is unimportant─you could be nineteen, or twenty-three, or forty. Whatever age you are when you discover this manual, let that be the age you aspire to remain.</Emphasis>"
43,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFOUR_000_236","(-<Emphasis>Forever Twenty Summers</Emphasis>-)<Emphasis>Through mindful, healthy living, will you extend the time available to spend upon your chosen research─another day, another moon, another summer to grasp the greater truths you pursue.</Emphasis>"
44,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFOUR_000_237","(-<Emphasis>Forever Twenty Summers</Emphasis>-)<Emphasis>In the pages that follow, we will explore the secrets of maintaining one's physical condition from a biological, aetherological, and arcane viewpoint...</Emphasis>"
45,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_SYSTEM_000_238","The proffered literature contains an easy-to-follow guide to the secrets of healthy living."
46,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFIVE_000_241","(-<Emphasis>The Story of Sharlayan</Emphasis>-)<Emphasis>Long, long ago, on an island in the northern sea, there lived a Roegadyn man by the name of Nyunkrepf.</Emphasis>"
47,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFIVE_000_242","(-<Emphasis>The Story of Sharlayan</Emphasis>-)<Emphasis>Nyunkrepf was a student of astrology, and he divined that a flood of terrifying proportions would soon sweep over the lands of Eorzea.</Emphasis>"
48,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFIVE_000_243","(-<Emphasis>The Story of Sharlayan</Emphasis>-)<Emphasis>So it was that he built a gigantic ship, assembled a crew, and set sail for that imperiled realm.</Emphasis>"
49,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFIVE_000_244","(-<Emphasis>The Story of Sharlayan</Emphasis>-)<Emphasis>The flood arrived as foretold, and to their horror the strangely churning waters drove the people towards the ocean. It was there, however, that Nyunkrepf's crew hauled them aboard his ark, but the danger had not passed: a towering wave approached, threatening to smash the vessel to pieces!</Emphasis>"
50,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFIVE_000_245","(-<Emphasis>The Story of Sharlayan</Emphasis>-)<Emphasis>With only moments to spare, Nyunkrepf wove a mighty spell of teleportation, and shifted the entire ship to safety atop Abalathia's Spine.</Emphasis>"
51,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFIVE_000_247","(-<Emphasis>The Story of Sharlayan</Emphasis>-)<Emphasis>Refugees from the surrounding regions huddled there alongside them, but it was not long before disputes over the dwindling supply of food led to violence and bloodshed.</Emphasis>"
52,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFIVE_000_248","(-<Emphasis>The Story of Sharlayan</Emphasis>-)<Emphasis>Saddened by the sight, Nyunkrepf gathered to him his crew and his grateful passengers, and abandoned the ark to those reddened peaks. They journeyed to the coast where they built a new ship, intent upon returning to the northern seas.</Emphasis>"
53,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKFIVE_000_249","(-<Emphasis>The Story of Sharlayan</Emphasis>-)<Emphasis>They landed on the beach of an island, and settled upon that very spot. That settlement prospered and grew, and in time it became the city of Sharlayan we live in to this day.</Emphasis>"
54,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_SYSTEM_000_250","The proffered literature provides a simplified account of the foundation of Sharlayan."
55,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSIX_000_261","(-<Emphasis>Roads of Old: The Colony</Emphasis>-)<Emphasis>Many years ago, on the banks of the Thaliak in the Dravanian hinterlands, a Sharlayan colony once thrived.</Emphasis>"
56,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSIX_000_262","(-<Emphasis>Roads of Old: The Colony</Emphasis>-)<Emphasis>This settlement was originally established as a mere outpost to study the aetherial sea in the year 1311 of the Sixth Astral Era.</Emphasis>"
57,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSIX_000_263","(-<Emphasis>Roads of Old: The Colony</Emphasis>-)<Emphasis>Scholars dispatched to Eorzea found the facilities wanting, and their demands encouraged a gradual expansion in structures and services.</Emphasis>"
58,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSIX_000_264","(-<Emphasis>Roads of Old: The Colony</Emphasis>-)<Emphasis>As rumors spread of a growing community of academics, the area was further inundated with Eorzean students hoping to share in the renowned wisdom of the Sharlayans.</Emphasis>"
59,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSIX_000_265","(-<Emphasis>Roads of Old: The Colony</Emphasis>-)<Emphasis>Fifty years later, the Forum passed a motion to recognize what had become a flourishing town as an official Sharlayan colony.</Emphasis>"
60,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSIX_000_266","(-<Emphasis>Roads of Old: The Colony</Emphasis>-)<Emphasis>Eorzean residents took to calling the colony itself “Sharlayan,” which led to no small amount of confusion when discussions turned to the subject of the motherland.</Emphasis>"
61,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSIX_000_267","(-<Emphasis>Roads of Old: The Colony</Emphasis>-)<Emphasis>In response, some Sharlayan inhabitants, if pressed for a name, would simply refer to it as “Emporium.”</Emphasis>"
62,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSIX_000_268","(-<Emphasis>Roads of Old: The Colony</Emphasis>-)<Emphasis>Following the exodus, however, goblins and treasure hunters claimed for themselves a corner of the abandoned colony and gave it yet another name: Idyllshire.</Emphasis>"
63,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_SYSTEM_000_269","The proffered literature contains a basic history of the colony of Sharlayan."
64,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSEVEN_000_281","(-<Emphasis>Cultivation Guidelines: Prohibited Items (Revision 34)</Emphasis>-)<Emphasis>General Provisions
Unauthorized cultivation of the items listed below is strictly prohibited within the nation of Sharlayan and its associated territories:</Emphasis>"
65,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_SYSTEM_000_282","You flick through to the section marked “Muscmaloi”..."
66,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSEVEN_000_283","(-<Emphasis>Cultivation Guidelines: Prohibited Items (Revision 34)</Emphasis>-)<Emphasis>Pursuant to a research paper provided by Physis Technon, we have recommended that the herb known as “muscmaloi” be reclassified as a prohibited item.</Emphasis>"
67,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSEVEN_000_284","(-<Emphasis>Cultivation Guidelines: Prohibited Items (Revision 34)</Emphasis>-)<Emphasis>The side effects of ingesting said herb are reported to include a significant increase in corporeal aether, accompanied by a proportionately extreme deterioration of the subject's emotional state.</Emphasis>"
68,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSEVEN_000_285","(-<Emphasis>Cultivation Guidelines: Prohibited Items (Revision 34)</Emphasis>-)<Emphasis>Muscmaloi grows wild in the Skatay Range, and generations of the local Viera have harvested the herb for medicinal treatments. Despite this precedent, however, we must consider muscmaloi too dangerous to allow its cultivation without authorized oversight.</Emphasis>"
69,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKSEVEN_000_286","(-<Emphasis>Cultivation Guidelines: Prohibited Items (Revision 34)</Emphasis>-)<Emphasis>The research paper's author─one Mistress Hatia─also began penning a thesis hinting at a potential benefit for subjects with resistance to the herb, but as her untimely passing put a halt to further study, no definitive conclusions were ever reached.</Emphasis>"
70,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_SYSTEM_000_287","The proffered literature contains an academic perspective on the dangers of muscmaloi."
71,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKEIGHT_100_291","(-『おいしい野菜料理』-)あなたはトラル大陸という場所をご存じだろうか？
三大州では俗に新大陸とも呼ばれる、遥か西方の大地である。"
72,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKEIGHT_000_291","(-『おいしい野菜料理』-)今では当たり前のように食卓に並ぶ、
ポポトやオーガパンプキン、ルビートマトなどは、
かの地から運ばれてきたものだ。"
73,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKEIGHT_000_292","(-『おいしい野菜料理』-)第六星暦1498年のこと……。
リムサ・ロミンサの冒険家「ケテンラム」が、
長い航海の末に蒼茫洋を突破、未知の大陸に到達した。"
74,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKEIGHT_000_293","(-『おいしい野菜料理』-)上陸した彼は、数か月に渡り内陸部の探検を行い、
土着の植物の種子や果実を、エオルゼアへと持ち帰った。"
75,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKEIGHT_000_294","(-『おいしい野菜料理』-)特にポポトは、その栽培の容易さや栄養価の高さから、
瞬く間に各地へと広まっていったのである。"
76,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKEIGHT_000_295","(-『おいしい野菜料理』-)余談だが、ケテンラムはマムージャ族の都、マムークを訪ねた際、
「連王」と呼ばれる双頭の王に謁見し、親密になったらしい。
事実、彼は以後何度となくトラル大陸を訪れているのだ。"
77,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKEIGHT_000_296","(-『おいしい野菜料理』-)そして、エオルゼアに野菜のみならず多くの知識をもたらした。
豆たっぷりのブリトーのレシピから、伝承の数々まで……
あの「黄金郷」の名を巷間に流布させたのも彼の功績である。"
78,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKEIGHT_000_297","(-『おいしい野菜料理』-)ケテンラムの生涯に触れた者でなければ、
まだまだ縁遠い存在であるトラル大陸……。
そこにいかなる食文化が根付いているのか、興味が尽きない。"
79,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_SYSTEM_000_298","……勧められた本には、
「トラル大陸の野菜」についての、基礎的な内容が書かれていた。"
80,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKNINE_000_301","(-『トラル大陸博物誌』-)ところ変われば、棲まう生き物も変わるもの。
それはトラル大陸とて例外ではなく、いくつかの種については、
エオルゼアにも運び込まれている。"
81,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKNINE_000_302","(-『トラル大陸博物誌』-)一方、未だ我々が目にしたことすらない種も少なくない。
本書では、そうした新種の生物たちについても、
船乗りや冒険家の証言から紹介していこう。"
82,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKNINE_000_303","(-『トラル大陸博物誌』-)『アルパカ』
峻厳なる山の尾根に棲む百獣綱の四脚獣。
主に山岳部において、家畜として飼育されている。"
83,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKNINE_000_304","(-『トラル大陸博物誌』-)その純白な毛から織物が作られるほか、
強靭な足腰を活かして、駄獣や騎獣としても利用されるらしい。"
84,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKNINE_000_305","(-『トラル大陸博物誌』-)『ウィヴル』
密林地帯に生息する甲鱗綱の四脚獣。
獰猛な種だが、マムージャ族が家畜化しているという。"
85,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKNINE_000_306","(-『トラル大陸博物誌』-)駄獣や騎獣としてはもちろん、
強烈な突進力と大きな角を活かし、攻城兵器としても用いられる。"
86,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKNINE_000_307","(-『トラル大陸博物誌』-)『ヴァリガルマンダ』
トラル大陸の伝承にて語られる最強の幻獣。
大いなる自然の象徴とも伝えられるが、実在は疑わしい。"
87,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_SYSTEM_000_308","……勧められた本には、
「トラル大陸の生物」についての、基礎的な内容が書かれていた。"
88,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTEN_000_311","(-『惑星ハイデリン地政学概論』-)イルサバード大陸、オサード小大陸、そしてアルデナード小大陸。
それら三大州は東西に長く連なっており、
すべてが惑星ハイデリンの北半球に位置している。"
89,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTEN_000_312","(-『惑星ハイデリン地政学概論』-)一方、西方のトラル大陸は南北に長い大陸であり、
北半球と南半球にまたがっているのだ。"
90,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTEN_000_313","(-『惑星ハイデリン地政学概論』-)人も、植物も、動物も、
総じて気温差が少ない東西の移動には順応し易いが、
気温差の激しい南北の移動は、苦にする傾向がある。"
91,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTEN_000_314","(-『惑星ハイデリン地政学概論』-)たとえば三大州では、アルデナード小大陸で興った、
アラグ帝国が東進して、統一を成し遂げた。
近年のガレマール帝国の動きも、これと近しい。"
92,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTEN_000_315","(-『惑星ハイデリン地政学概論』-)一方、トラル大陸では各地の諸部族が、
近隣の勢力と小競り合いを繰り返しはしたが、
南北を統一する動きは、長らく実現してこなかったようだ。"
93,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTEN_000_316","(-『惑星ハイデリン地政学概論』-)極地の民は寒さに強くとも、灼熱の荒野を越えられず、
温帯の民は人口を増やしても、密林の戦いで敗れ去る。
南北の気候差が勢力拡大を阻んできたのだ。"
94,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKTEN_000_317","(-『惑星ハイデリン地政学概論』-)マムージャ族の連王による、
トラル大陸統一は、こうした意味においても偉業と言えよう。"
95,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_SYSTEM_000_318","……勧められた本には、「惑星ハイデリンの地政学」についての、
基礎的な内容が書かれていた。"
96,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKELEVEN_000_321","(-『青魔法概論』-)青魔法とは、遥かなるトラル大陸……
そこに住む少数部族「ワラキ族」の魔法を起源にもつ。"
97,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKELEVEN_000_322","(-『青魔法概論』-)あらゆる自然を崇拝していた彼らは、信仰対象に近づくため、
獣や魔物が用いる魔法を己がものとする術を編み出した。
これを私は、ラーニングと命名した。"
98,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKELEVEN_000_323","(-『青魔法概論』-)私は彼らからその秘技を学ぶため集落に逗留し、
共通語を教えることを交換条件に、シャーマンに指導を請うた。
それは思い出すもつらく厳しい、修行の日々であった……。"
99,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKELEVEN_000_324","(-『青魔法概論』-)滞在中、彼らの聖地「青の谷」を訪れる光栄にも浴せた。
その名のとおり、地下から染み出した青燐水の影響で、
谷全体が群青で染められた美しい場所だ。"
100,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKELEVEN_000_325","(-『青魔法概論』-)やがて、私はラーニングを身につけ、
魔物たちの魔法を己がものとすることに成功。
以て、このまったく新しい魔法体系を青魔法と名付けた。"
101,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_BOOKELEVEN_000_326","(-『青魔法概論』-)諸君はもうお気づきのことであろう。
ワラキ族にとって神聖とされる色、すなわち青！
それが青魔法の名の由来である。"
102,"TEXT_REGNOT5NOUMENONAUTOMATON_00767_SYSTEM_000_327","……勧められた本には、
「青魔法」についての、基礎的な内容が書かれていた。"
