0,TEXT_CLSHRV680_02623_SEQ_00,Edgyth a sa mine des mauvais jours.
1,TEXT_CLSHRV680_02623_SEQ_01,"Edgyth était désolée de vous apprendre que les popotos des potagers du Vert-manger étaient perdues, sûrement à cause d'une maladie. Désireuse de s'entretenir avec Fufucha à ce sujet, elle s'est mise en route pour Gridania et vous a demandé de la rejoindre là-bas. Rendez-vous à la guilde des botanistes et parlez à Fufucha."
2,TEXT_CLSHRV680_02623_SEQ_02,"Vous vous êtes entretenue avec Fufucha au sujet de la maladie qui a ravagé vos popotos. À la grande surprise d'Edgyth, même la chef de la guilde des botanistes n'a pas réussi à déterminer la cause exacte de ce désastre... Ainsi, Fufucha vous a demandé d'examiner at­ten­ti­ve­ment le champ qui a servi à l'hybridation, en espérant que vous trouviez ce qui lui a échappé. Rendez-vous à Idyllée et inspectez le champ de popotos."
3,TEXT_CLSHRV680_02623_SEQ_03,"Alors que vous observiez avec la plus grande attention le champ des potagers du Vert-manger qui a servi à l'hybridation de vos popotos, de petits points blancs ont attiré votre attention... Examinez de nouveau l'endroit pour découvrir de quoi il s'agit."
4,TEXT_CLSHRV680_02623_SEQ_04,"Vous avez délicatement retourné la terre du champ de popoto pour y prélever . Allez le montrer à Edgyth, aux potagers du Vert-manger."
5,TEXT_CLSHRV680_02623_SEQ_05,"Lorsque vous avez remis  à Edgyth, elle a remarqué quelque chose. Afin d'en avoir le cœur net, elle vous a demandé de lui procurer un réactif. Rendez-vous à la fabrique de Stickqix pour montrer  à Goldwox."
6,TEXT_CLSHRV680_02623_SEQ_06,"Vous avez montré  à Goldwox, qui a accepté de concocter le réactif dont vous avez besoin, à condition que vous trouviez l'ingrédient qui lui manque. Allez explorer le nord-ouest de Rasen Kaikyo, dans les fonds de la Mer de Rubis, pour récolter vingt  puis apportez-les à Goldwox."
7,TEXT_CLSHRV680_02623_SEQ_07,Vous avez remis  à Goldwox qui vous a im­mé­dia­te­ment préparé  en échange. Rendez-vous aux potagers du Vert-manger pour apporter le produit à Edgyth.
8,TEXT_CLSHRV680_02623_SEQ_08,"Vous avez remis  à Edgyth, qui s'est empressée de l'utiliser sur le petit caillou blanc que vous aviez découvert. Le résultat a confirmé ses craintes : vos popotos ont succombé à une infestation de nématodes, des vers parasites. La cause du désastre enfin identifiée, Fufucha et Sawney ont félicité la jeune botaniste, qui avait tout compris depuis le début. Vous allez désormais devoir attendre que tout ce petit monde trouve une solution pour éviter qu'un tel désastre se reproduise, et enfin donner aux habitants d'Idyllée la spécialité potagère qui fera la renommée de leur village.
* Edgyth propose la prochaine quête aux botanistes de niveau 70."
9,TEXT_CLSHRV680_02623_SEQ_09,
10,TEXT_CLSHRV680_02623_SEQ_10,
11,TEXT_CLSHRV680_02623_SEQ_11,
12,TEXT_CLSHRV680_02623_SEQ_12,
13,TEXT_CLSHRV680_02623_SEQ_13,
14,TEXT_CLSHRV680_02623_SEQ_14,
15,TEXT_CLSHRV680_02623_SEQ_15,
16,TEXT_CLSHRV680_02623_SEQ_16,
17,TEXT_CLSHRV680_02623_SEQ_17,
18,TEXT_CLSHRV680_02623_SEQ_18,
19,TEXT_CLSHRV680_02623_SEQ_19,
20,TEXT_CLSHRV680_02623_SEQ_20,
21,TEXT_CLSHRV680_02623_SEQ_21,
22,TEXT_CLSHRV680_02623_SEQ_22,
23,TEXT_CLSHRV680_02623_SEQ_23,
24,TEXT_CLSHRV680_02623_TODO_00,"Parler à Fufucha, à la guilde des botanistes"
25,TEXT_CLSHRV680_02623_TODO_01,"Inspecter , à Idyllée"
26,TEXT_CLSHRV680_02623_TODO_02,Inspecter 
27,TEXT_CLSHRV680_02623_TODO_03,Apporter  à Edgyth
28,TEXT_CLSHRV680_02623_TODO_04,"Apporter  à Goldwox,
à la fabrique de Stickqix"
29,TEXT_CLSHRV680_02623_TODO_05,Récolter  à Rasen Kaikyo
30,TEXT_CLSHRV680_02623_TODO_06,Apporter  à Edgyth
31,TEXT_CLSHRV680_02623_TODO_07,
32,TEXT_CLSHRV680_02623_TODO_08,
33,TEXT_CLSHRV680_02623_TODO_09,
34,TEXT_CLSHRV680_02623_TODO_10,
35,TEXT_CLSHRV680_02623_TODO_11,
36,TEXT_CLSHRV680_02623_TODO_12,
37,TEXT_CLSHRV680_02623_TODO_13,
38,TEXT_CLSHRV680_02623_TODO_14,
39,TEXT_CLSHRV680_02623_TODO_15,
40,TEXT_CLSHRV680_02623_TODO_16,
41,TEXT_CLSHRV680_02623_TODO_17,
42,TEXT_CLSHRV680_02623_TODO_18,
43,TEXT_CLSHRV680_02623_TODO_19,
44,TEXT_CLSHRV680_02623_TODO_20,
45,TEXT_CLSHRV680_02623_TODO_21,
46,TEXT_CLSHRV680_02623_TODO_22,
47,TEXT_CLSHRV680_02623_TODO_23,
48,TEXT_CLSHRV680_02623_EDGYTH_000_000,"J'espère que vous n'allez pas m'en vouloir... Mal­heu­reu­se­ment, les nouvelles ne sont pas bonnes."
49,TEXT_CLSHRV680_02623_EDGYTH_000_001,"Les popotos que nous avons créées par hybridation ont bel et bien germé, mais elles ont flétri en quelques jours. D'après moi, la cause de ce désastre est une maladie..."
