key,0,1,2,3,4,5,6,7,8,9,10
#,,,,,,,,,Item,,
int32,str,sbyte,str,sbyte,sbyte,sbyte,sbyte,sbyte,Item,bit&01,bit&02
0,"treasure coffer",0,"treasure coffers",0,0,0,0,0,0,False,False
1,"",0,"",0,0,1,0,0,1598,False,False
2,"",0,"",0,0,1,0,0,1597,False,False
3,"",0,"",0,0,1,0,0,1596,False,False
4,"",0,"",0,0,1,0,0,1598,False,False
5,"",0,"",0,0,1,0,0,0,False,False
6,"",0,"",0,0,1,0,0,0,False,False
7,"",0,"",0,0,1,0,0,0,False,False
8,"",0,"",0,0,1,0,0,0,False,False
9,"",0,"",0,0,1,0,0,0,False,False
10,"",0,"",0,0,1,0,0,1598,False,False
11,"",0,"",0,0,1,0,0,1598,False,False
12,"",0,"",0,0,1,0,0,1597,False,False
13,"",0,"",0,0,1,0,0,1596,False,False
14,"",0,"",0,0,1,0,0,1596,False,False
15,"",0,"",0,0,1,0,0,1596,False,False
16,"",0,"",0,0,1,0,0,1597,False,False
17,"",0,"",0,0,1,0,0,1597,False,False
18,"",0,"",0,0,1,0,0,1596,False,False
19,"",0,"",0,0,1,0,0,1596,False,False
20,"",0,"",0,0,1,0,0,1596,False,False
21,"",0,"",0,0,1,0,0,1597,False,False
22,"",0,"",0,0,1,0,0,1596,False,False
23,"",0,"",0,0,1,0,0,1597,False,False
24,"",0,"",0,0,1,0,0,1596,False,False
25,"",0,"",0,0,1,0,0,1596,False,False
26,"",0,"",0,0,1,0,0,1596,False,False
27,"",0,"",0,0,1,0,0,1598,False,False
28,"",0,"",0,0,1,0,0,1597,False,False
29,"",0,"",0,0,1,0,0,1596,False,False
30,"",0,"",0,0,1,0,0,1596,False,False
31,"",0,"",0,0,1,0,0,1596,False,False
32,"",0,"",0,0,1,0,0,1596,False,False
33,"",0,"",0,0,1,0,0,1597,False,False
34,"",0,"",0,0,1,0,0,1597,False,False
35,"",0,"",0,0,1,0,0,1597,False,False
36,"",0,"",0,0,1,0,0,1597,False,False
37,"",0,"",0,0,1,0,0,1597,False,False
38,"",0,"",0,0,1,0,0,1597,False,False
39,"",0,"",0,0,1,0,0,0,False,False
40,"",0,"",0,0,1,0,0,0,False,False
41,"",0,"",0,0,1,0,0,0,False,False
42,"",0,"",0,0,1,0,0,0,False,False
43,"",0,"",0,0,1,0,0,0,False,False
44,"",0,"",0,0,1,0,0,0,False,False
45,"",0,"",0,0,1,0,0,0,False,False
46,"",0,"",0,0,1,0,0,1598,False,False
47,"",0,"",0,0,1,0,0,1597,False,False
48,"",0,"",0,0,1,0,0,1596,False,False
49,"",0,"",0,0,1,0,0,1596,False,False
50,"",0,"",0,0,1,0,0,1596,False,False
51,"",0,"",0,0,1,0,0,1598,False,False
52,"",0,"",0,0,1,0,0,1597,False,False
53,"",0,"",0,0,1,0,0,1597,False,False
54,"",0,"",0,0,1,0,0,1597,False,False
55,"",0,"",0,0,1,0,0,1596,False,False
56,"",0,"",0,0,1,0,0,1596,False,False
57,"",0,"",0,0,1,0,0,1596,False,False
58,"",0,"",0,0,1,0,0,1596,False,False
59,"",0,"",0,0,1,0,0,1596,False,False
60,"",0,"",0,0,1,0,0,1597,False,False
61,"",0,"",0,0,1,0,0,1596,False,False
62,"",0,"",0,0,1,0,0,1597,False,False
63,"",0,"",0,0,1,0,0,1597,False,False
64,"",0,"",0,0,1,0,0,1597,False,False
65,"",0,"",0,0,1,0,0,1596,False,False
66,"",0,"",0,0,1,0,0,1596,False,False
67,"",0,"",0,0,1,0,0,1596,False,False
68,"",0,"",0,0,1,0,0,1596,False,False
69,"",0,"",0,0,1,0,0,1596,False,False
70,"",0,"",0,0,1,0,0,1596,False,False
71,"",0,"",0,0,1,0,0,1596,False,False
72,"",0,"",0,0,1,0,0,1597,False,False
73,"",0,"",0,0,1,0,0,1597,False,False
74,"",0,"",0,0,1,0,0,1597,False,False
75,"",0,"",0,0,1,0,0,1597,False,False
76,"",0,"",0,0,1,0,0,1597,False,False
77,"",0,"",0,0,1,0,0,1597,False,False
78,"",0,"",0,0,1,0,0,1597,False,False
79,"",0,"",0,0,1,0,0,1598,False,False
80,"",0,"",0,0,1,0,0,1597,False,False
81,"",0,"",0,0,1,0,0,1597,False,False
82,"",0,"",0,0,1,0,0,1597,False,False
83,"",0,"",0,0,1,0,0,1597,False,False
84,"",0,"",0,0,1,0,0,1598,False,False
85,"",0,"",0,0,1,0,0,1598,False,False
86,"",0,"",0,0,1,0,0,1596,False,False
87,"",0,"",0,0,1,0,0,1596,False,False
88,"",0,"",0,0,1,0,0,1596,False,False
89,"",0,"",0,0,1,0,0,1597,False,False
90,"",0,"",0,0,1,0,0,1597,False,False
91,"",0,"",0,0,1,0,0,1597,False,False
92,"",0,"",0,0,1,0,0,1598,False,False
93,"",0,"",0,0,1,0,0,1598,False,False
94,"",0,"",0,0,1,0,0,1597,False,False
95,"",0,"",0,0,1,0,0,1597,False,False
96,"",0,"",0,0,1,0,0,1597,False,False
97,"",0,"",0,0,1,0,0,1596,False,False
98,"",0,"",0,0,1,0,0,1596,False,False
99,"",0,"",0,0,1,0,0,1596,False,False
100,"",0,"",0,0,1,0,0,1596,False,False
101,"",0,"",0,0,1,0,0,1596,False,False
102,"",0,"",0,0,1,0,0,1596,False,False
103,"",0,"",0,0,1,0,0,1596,False,False
104,"",0,"",0,0,1,0,0,1596,False,False
105,"",0,"",0,0,1,0,0,1596,False,False
106,"",0,"",0,0,1,0,0,1596,False,False
107,"",0,"",0,0,1,0,0,1596,False,False
108,"",0,"",0,0,1,0,0,1597,False,False
109,"",0,"",0,0,1,0,0,1597,False,False
110,"",0,"",0,0,1,0,0,1597,False,False
111,"",0,"",0,0,1,0,0,1597,False,False
112,"",0,"",0,0,1,0,0,1598,False,False
