key,0,1,2,3,4
#,,,,,
int32,int32,int32,uint16,uint16,str
0,0,82091,0,0,"None"
1,190002,82091,1,1,"Solid Grey"
2,190003,82091,1,3,"Squares"
3,190004,82091,1,4,"Solid Purple"
4,190005,82091,1,7,"Tank Gradient"
5,190006,82091,1,5,"DPS Gradient"
6,190007,82091,1,6,"Healer Gradient"
7,190008,82091,1,2,"Vellum"
8,190009,82091,1,9,"Aether"
9,190010,82091,1,8,"Wood Panels"
10,190011,82091,1,10,"Void"
11,190301,82091,124,2150,"Paladin (Ornate)"
12,190302,82091,125,2151,"Warrior (Ornate)"
13,190303,82091,126,2152,"Dark Knight (Ornate)"
14,190304,82091,127,2153,"Gunbreaker (Ornate)"
15,190305,82091,128,2154,"White Mage (Ornate)"
16,190306,82091,129,2155,"Scholar (Ornate)"
17,190307,82091,130,2156,"Astrologian (Ornate)"
18,190308,82091,131,2157,"Sage (Ornate)"
19,190309,82091,132,2158,"Monk (Ornate)"
20,190310,82091,133,2159,"Dragoon (Ornate)"
21,190311,82091,134,2160,"Ninja (Ornate)"
22,190312,82091,135,2161,"Samurai (Ornate)"
23,190313,82091,136,2162,"Reaper (Ornate)"
24,190314,82091,137,2163,"Bard (Ornate)"
25,190315,82091,138,2164,"Machinist (Ornate)"
26,190316,82091,139,2165,"Dancer (Ornate)"
27,190317,82091,140,2166,"Black Mage (Ornate)"
28,190318,82091,141,2167,"Summoner (Ornate)"
29,190319,82091,142,2168,"Red Mage (Ornate)"
30,190401,82091,143,3000,"Team Astra"
31,190402,82091,144,3001,"Team Umbra"
32,190403,82091,145,3002,"Final Conflict"
33,190404,82091,146,3003,"Endless Conflict"
34,190405,82091,147,3004,"Rising Conflict"
35,190406,82091,148,3005,"Bronze Conflict"
36,190407,82091,149,3006,"Silver Conflict"
37,190408,82091,150,3007,"Gold Conflict"
38,190409,82091,151,3008,"Platinum Conflict"
39,190410,82091,152,3009,"Diamond Conflict"
40,190411,82091,153,3010,"Crystal Conflict"
41,190901,82091,154,4000,"Companion 1"
42,190902,82091,155,4001,"Companion 2"
43,190201,82091,156,2000,"Gladiator"
44,190202,82091,157,2001,"Marauder"
45,190203,82091,158,2002,"Conjurer"
46,190204,82091,159,2003,"Pugilist"
47,190205,82091,160,2004,"Lancer"
48,190206,82091,161,2005,"Rogue"
49,190207,82091,162,2006,"Archer"
50,190208,82091,163,2007,"Thaumaturge"
51,190209,82091,164,2008,"Arcanist"
52,190210,82091,165,2050,"Paladin (Simple)"
53,190211,82091,166,2051,"Warrior (Simple)"
54,190212,82091,167,2052,"Dark Knight (Simple)"
55,190213,82091,168,2053,"Gunbreaker (Simple)"
56,190214,82091,169,2054,"White Mage (Simple)"
57,190215,82091,170,2055,"Scholar (Simple)"
58,190216,82091,171,2056,"Astrologian (Simple)"
59,190217,82091,172,2057,"Sage (Simple)"
60,190218,82091,173,2058,"Monk (Simple)"
61,190219,82091,174,2059,"Dragoon (Simple)"
62,190220,82091,175,2060,"Ninja (Simple)"
63,190221,82091,176,2061,"Samurai (Simple)"
64,190222,82091,177,2062,"Reaper (Simple)"
65,190223,82091,178,2063,"Bard (Simple)"
66,190224,82091,179,2064,"Machinist (Simple)"
67,190225,82091,180,2065,"Dancer (Simple)"
68,190226,82091,181,2066,"Black Mage (Simple)"
69,190227,82091,182,2067,"Summoner (Simple)"
70,190228,82091,183,2068,"Red Mage (Simple)"
71,190229,82091,184,2069,"Blue Mage (Simple)"
72,190230,82091,244,2100,"Carpenter (Simple)"
73,190231,82091,245,2101,"Blacksmith (Simple)"
74,190232,82091,246,2102,"Armorer (Simple)"
75,190233,82091,247,2103,"Goldsmith (Simple)"
76,190234,82091,248,2104,"Leatherworker (Simple)"
77,190235,82091,249,2105,"Weaver (Simple)"
78,190236,82091,250,2106,"Alchemist (Simple)"
79,190237,82091,251,2107,"Culinarian (Simple)"
80,190238,82091,276,2108,"Miner (Simple)"
81,190239,82091,277,2109,"Botanist (Simple)"
82,190240,82091,278,2110,"Fisher (Simple)"
83,190502,82091,299,1001,"Gridania"
84,190501,82091,299,1000,"Limsa Lominsa"
85,190503,82091,299,1002,"Ul'dah"
86,0,0,0,0,""
87,0,0,0,0,""
88,0,0,0,0,""
89,0,0,0,0,""
90,0,0,0,0,""
91,0,0,0,0,""
92,0,0,0,0,""
93,0,0,0,0,""
94,0,0,0,0,""
95,0,0,0,0,""
96,0,0,0,0,""
97,0,0,0,0,""
98,0,0,0,0,""
99,0,0,0,0,""
100,0,0,0,0,""
