key,0,1,2,3,4,5,6,7
#,Image,FontColor,,,,UnlockCondition,SortKey,Name
int32,Image,byte,bool,bool,byte,BannerCondition,uint16,str
0,0,0,True,True,0,0,0,"None"
1,0,0,False,False,0,0,0,""
2,193002,1,True,True,0,1,1,"Solid Black"
3,193003,2,True,True,0,1,2,"Solid White"
4,193004,1,True,True,0,1,5,"Solid Purple"
5,193005,1,True,True,0,1,6,"Tank Gradient"
6,193006,1,True,True,0,1,8,"DPS Gradient"
7,193007,1,True,True,0,1,7,"Healer Gradient"
8,193008,2,True,True,0,1,4,"Solid Ivory"
9,193009,1,True,True,0,1,10,"Semi-transparent"
10,193010,2,True,True,0,1,3,"Solid Beige"
11,193011,2,True,True,0,1,9,"Lavender Gradient"
12,0,0,False,False,0,0,0,""
13,0,0,False,False,0,0,0,""
14,0,0,False,False,0,0,0,""
15,0,0,False,False,0,0,0,""
16,0,0,False,False,0,0,0,""
17,0,0,False,False,0,0,0,""
18,0,0,False,False,0,0,0,""
19,0,0,False,False,0,0,0,""
20,0,0,False,False,0,0,0,""
21,0,0,False,False,0,0,0,""
22,0,0,False,False,0,0,0,""
23,0,0,False,False,0,0,0,""
24,0,0,False,False,0,0,0,""
25,0,0,False,False,0,0,0,""
26,0,0,False,False,0,0,0,""
27,0,0,False,False,0,0,0,""
28,0,0,False,False,0,0,0,""
29,0,0,False,False,0,0,0,""
30,0,0,False,False,0,0,0,""
31,0,0,False,False,0,0,0,""
32,0,0,False,False,0,0,0,""
33,0,0,False,False,0,0,0,""
34,0,0,False,False,0,0,0,""
35,0,0,False,False,0,0,0,""
36,0,0,False,False,0,0,0,""
37,0,0,False,False,0,0,0,""
38,0,0,False,False,0,0,0,""
39,0,0,False,False,0,0,0,""
40,0,0,False,False,0,0,0,""
41,0,0,False,False,0,0,0,""
42,0,0,False,False,0,0,0,""
43,0,0,False,False,0,0,0,""
44,0,0,False,False,0,0,0,""
45,0,0,False,False,0,0,0,""
46,0,0,False,False,0,0,0,""
47,0,0,False,False,0,0,0,""
48,0,0,False,False,0,0,0,""
49,0,0,False,False,0,0,0,""
50,0,0,False,False,0,0,0,""
51,0,0,False,False,0,0,0,""
52,193901,1,True,True,0,154,4000,"Companion 1"
53,193902,1,True,True,0,155,4001,"Companion 2"
54,193701,1,True,True,0,319,2500,"Unending Coil of Bahamut"
55,193702,1,True,True,0,320,2501,"Weapon's Refrain"
56,193703,2,True,True,0,321,2502,"Epic of Alexander"
57,193704,1,True,True,0,322,2503,"Dragonsong's Reprise"
58,193966,1,True,True,0,344,2307,"Last Dregs"
59,193012,1,True,True,0,1,11,"Coffee Break"
60,193013,1,True,True,0,1,12,"Circular Geometry"
61,193014,1,True,True,0,347,13,"Piano Forte"
62,193015,1,True,True,0,1,14,"Far Eastern"
63,193962,1,True,True,0,429,2303,"Dreamspinners"
64,193963,1,True,True,0,430,2304,"Stewards"
65,193964,1,True,True,0,431,2305,"Watts's Anvil"
66,193965,1,True,True,0,432,2306,"Hippo Riders"
67,193967,1,True,True,0,433,2308,"Dreaming Ways"
68,193705,1,True,True,0,434,2504,"Omega Protocol"
69,193710,1,True,True,0,465,2354,"Eureka Orthos"
70,193711,1,True,True,0,466,2355,"Enaretos"
71,193712,2,True,True,0,467,2251,"Four Lords"
72,193713,2,True,True,0,468,2340,"Island Vacation"
73,193714,1,True,True,0,469,2341,"Island Memories"
74,193960,1,True,True,0,524,2300,"Divine Circle"
75,193959,1,True,True,0,525,2301,"Velodyna Gatekeepers"
76,193961,1,True,True,0,526,2302,"Seven Hundred Seventy-Seven"
77,193715,1,True,True,0,527,2250,"End of an Era"
78,193716,1,True,True,0,523,3950,"Ten Year Anniversary"
79,193717,1,True,True,0,529,2342,"Adventurous Angling"
80,193718,1,True,True,0,530,2343,"Big Fish"
81,193719,1,True,True,0,531,2350,"Mahjong Mastery"
82,0,0,False,False,0,0,0,""
83,0,0,False,False,0,0,0,""
84,0,0,False,False,0,0,0,""
85,0,0,False,False,0,0,0,""
86,0,0,False,False,0,0,0,""
87,0,0,False,False,0,0,0,""
88,0,0,False,False,0,0,0,""
89,0,0,False,False,0,0,0,""
90,0,0,False,False,0,0,0,""
91,0,0,False,False,0,0,0,""
92,0,0,False,False,0,0,0,""
93,0,0,False,False,0,0,0,""
94,0,0,False,False,0,0,0,""
95,0,0,False,False,0,0,0,""
96,0,0,False,False,0,0,0,""
97,0,0,False,False,0,0,0,""
98,0,0,False,False,0,0,0,""
99,0,0,False,False,0,0,0,""
100,0,0,False,False,0,0,0,""
