key,0,1,2,3,4,5,6
#,Slot,Probability<%>,Item,Collectability{Low},Collectability{Mid},Collectability{High},Reward
int32,byte,byte,Item,uint16,uint16,uint16,SatisfactionSupplyReward
0.0,0,0,0,0,0,0,0
1.0,1,1,17549,55,219,382,1
1.1,2,1,17557,240,320,450,2
1.2,3,1,17562,175,212,330,2
2.0,1,1,17550,57,255,425,3
2.1,2,1,17558,240,360,480,4
2.2,3,1,17563,15,20,29,4
3.0,1,1,17551,59,294,470,5
3.1,2,1,17559,240,400,500,6
3.2,3,1,17564,329,469,620,6
4.0,1,1,17552,63,346,534,7
4.1,2,1,17560,240,450,515,8
4.2,3,1,17565,45,68,85,8
5.0,1,18,17549,55,219,382,9
5.1,1,18,17550,57,255,425,9
5.2,1,18,17551,59,294,470,9
5.3,1,18,17552,63,346,534,9
5.4,1,28,17553,68,403,604,11
5.5,2,18,17557,240,320,450,10
5.6,2,18,17558,240,360,480,10
5.7,2,18,17559,240,400,500,10
5.8,2,18,17560,240,450,515,10
5.9,2,28,17561,240,470,550,12
5.10,3,18,17562,175,212,330,10
5.11,3,18,17563,15,20,29,10
5.12,3,18,17564,329,469,620,10
5.13,3,18,17565,45,68,85,10
5.14,3,28,17566,75,139,142,12
6.0,1,1,20775,157,314,471,13
6.1,2,1,20780,240,450,515,14
6.2,3,1,20785,41,50,77,14
7.0,1,1,20776,167,335,502,15
7.1,2,1,20781,240,450,515,16
7.2,3,1,20786,41,54,77,16
8.0,1,1,20777,130,429,624,17
8.1,2,1,20782,240,450,515,18
8.2,3,1,20787,49,70,92,18
9.0,1,1,20778,130,468,663,19
9.1,2,1,20783,240,515,550,20
9.2,3,1,20788,481,736,898,20
10.0,1,18,20775,157,314,471,21
10.1,1,18,20776,167,335,502,21
10.2,1,18,20777,130,429,624,21
10.3,1,18,20778,130,468,663,21
10.4,1,28,20779,104,542,751,23
10.5,2,18,20780,240,450,515,22
10.6,2,18,20781,240,450,515,22
10.7,2,18,20782,240,450,515,22
10.8,2,18,20783,240,515,550,22
10.9,2,28,20784,240,515,550,24
10.10,3,18,20785,41,50,77,22
10.11,3,18,20786,41,54,77,22
10.12,3,18,20787,49,70,92,22
10.13,3,18,20788,481,736,898,22
10.14,3,28,20789,129,210,241,24
