key,0
#,Name
int32,str
0,""
1,""
2,""
3,""
4,""
5,"Talk about Ryne's first report."
6,"Talk about Titania."
7,"Talk about Innocence."
8,"Talk about Hades."
9,"Talk about Lakshmi."
10,"Talk about Susano."
11,"Talk about Shinryu."
12,"Talk about Tsukuyomi."
13,"Talk about Byakko."
14,"Talk about Suzaku."
15,"Talk about Seiryu."
16,"Talk about Bahamut."
17,"Talk about the Ultima Weapon."
18,"Talk about Alexander."
19,"Talk about Ryne's second report."
20,"The Ruby Weapon."
21,"Talk about Varis."
22,"Access the Savage Initiative"
23,"Access the Savage Initiative - Phase 2"
24,"Access the Savage Initiative - Phase 3"
25,"Talk about the Warrior of Light."
26,"Talk about the final report."
27,"The Emerald Weapon."
28,"The Diamond Weapon."
29,"Talk about Zodiark."
30,"Talk about Hydaelyn."
31,"Recount tales of Asphodelos."
32,"Talk about the Endsinger."
33,"Talk about the Dragonsong War."
34,"Recount tales of Abyssos and beyond."
35,"The Sil'dihn Subterrane."
36,"The novelization of the Sil'dihn Subterrane."
37,"Talk about Barbariccia."
38,"Talk about Rubicante."
39,"Talk about Omega."
40,"Recount the threat to the aetherial sea."
41,"Mount Rokkon."
42,"The novelization of Mount Rokkon."
43,"Talk about Golbez."
44,"Talk about Zeromus."
45,"Aloalo Island."
46,"The novelization of Aloalo Island."
47,"Recount the light-heavyweight tier. "
48,"Valigarmanda. [Worqor Lar Dor (Extreme)]"
49,"Zoraal Ja. [Everkeep (Extreme)]"
50,"Queen Eternal. [The Minstrel's Ballad: Sphene's Burden]"
51,"The Cloud of Darkness. [The Cloud of Darkness (Chaotic)]"
52,"The Flood of Light. [Futures Rewritten (Ultimate)]"
