key,0,1,2,3,4,5,6,7,8,9
#,,,,,OutputType,BalloonTime,IsBalloonSlow,BattleTalkTime,,Text
int32,uint32,bit&01,bit&02,bit&04,byte,single,bit&08,bit&10,byte,str
0,0,False,False,False,1,1,False,False,1,"0"
1,0,False,False,False,3,1,False,False,1,"0"
2,0,False,False,False,3,5,False,False,1,"0"
3,0,False,False,False,3,5,False,False,1,"Hush! The anoles draw near!"
4,0,False,False,False,3,5,False,False,1,"Allow not a single imp to escape!"
5,0,False,False,False,3,5,False,False,1,"There are too many of them!"
6,0,False,False,False,3,5,False,False,1,"The gnats! They're everywhere!"
7,0,False,False,False,3,5,False,False,1,"Hostile sylphs approach! Draw your weapons!"
8,0,False,False,False,3,5,False,False,1,"Whence did these stags come!?"
9,0,False,False,False,3,5,False,False,1,"We must keep the roads safe!"
10,0,False,False,False,3,5,False,False,1,"These knaves must be taught a lesson!"
11,0,False,False,False,3,5,False,False,1,"It is the beans they are after!"
12,0,False,False,False,3,5,False,False,1,"The Ixal! Someone save us!"
13,0,False,False,False,3,5,False,False,1,"What are ziz doing this far east!?"
14,0,False,False,False,3,5,False,False,1,"The bud! We must protect the bud!"
15,0,False,False,False,3,5,False,False,1,"Take care. Something has the opo-opos in a frenzy."
16,0,False,False,False,3,5,False,False,1,"Seven hells! It's time for a change in plans."
17,0,False,False,False,3,5,False,False,1,"Kill them all, my pet!"
18,0,False,False,False,3,5,False,False,1,"Would someone be so kind as to assist us?"
19,0,False,False,False,3,5,False,False,1,"My wares! Those damned goblins have made off with my wares!"
20,0,False,False,False,3,5,False,False,1,"Would ye look at all them golems!"
21,0,False,False,False,3,5,False,False,1,"Not <Emphasis>more</Emphasis> imps! They'll have all our honey!"
22,0,False,False,False,3,5,False,False,1,"At this rate, there'll be no flowers left at all!"
23,0,False,False,False,3,5,False,False,1,"Intercept the Ixali raiders!"
24,0,False,False,False,3,5,False,False,1,"Get this man away from me!"
25,0,False,False,False,3,5,False,False,1,"Excelsior!"
26,0,False,False,False,2,5,False,False,1,"Ngaaah!"
27,0,False,False,False,2,5,False,False,1,"Hyah!"
28,0,False,False,False,2,5,False,False,1,"Begone!"
29,0,False,False,False,2,5,False,False,1,"Down with you!"
30,0,False,False,False,2,5,False,False,1,"Try that again!"
31,0,False,False,False,2,5,False,False,1,"You're mine!"
32,0,False,False,False,2,5,False,False,1,"Had enough!?"
33,0,False,False,False,2,5,False,False,1,"Take that!"
34,0,False,False,False,2,5,False,False,1,"Yaaaaaah!"
35,0,False,False,False,2,5,False,False,1,"I'll kill all ye bastards!"
36,0,False,False,False,2,5,False,False,1,"Out of me way!"
37,0,False,False,False,2,5,False,False,1,"Yer head's mine!"
38,0,False,False,False,2,5,False,False,1,"Let us dance!"
39,0,False,False,False,2,5,False,False,1,"Seek you audience with the king?"
40,0,False,False,False,2,3,False,False,1,"Kneel before your king!"
41,0,False,False,False,2,3,False,False,1,"I want to hear you sing!"
42,0,False,False,False,2,3,False,False,1,"Come a little closer."
43,0,False,False,False,2,5,False,False,1,"Why do you defy me?"
44,0,False,False,False,2,5,False,False,1,"I am not amused!"
45,0,False,False,False,2,3,False,False,1,"Dance, you fools!"
46,0,False,False,False,2,3,False,False,1,"Is this what you seek?"
47,0,False,False,False,2,3,False,False,1,"Hissssss!"
48,0,False,False,False,2,5,False,False,1,"Whaddaya treeslugs talkinbout!?"
49,0,False,False,False,2,5,False,False,1,"Yehavn't seentha lassa Spessser! Hic!"
50,0,False,False,False,2,5,False,False,1,"Gah hah hah! Who's next!?"
51,0,False,False,False,2,5,False,False,1,"Ulp! I just wanted to drink my mead in peace!"
52,0,False,False,False,2,3,False,False,1,"You's a probbluh...prob...prollem wif that!?"
53,0,False,False,False,2,3,False,False,1,"Thal's balls!"
54,0,False,False,False,2,5,False,False,1,"This one has made ready!"
55,0,False,False,False,2,5,False,False,1,"Listen! The forest speaks!"
56,0,False,False,False,2,5,False,False,1,"These ones must suffer!"
57,0,False,False,False,2,5,False,False,1,"This one will not perish!"
58,0,False,False,False,3,5,False,False,1,"Come! The Wood Wailers seek volunteers!"
59,0,False,False,False,3,5,False,False,1,"Ye may've made it this far, but ye ain't gettin' out alive."
60,0,False,False,False,3,5,False,False,1,"Hit me with all you have!"
61,0,False,False,False,3,5,False,False,1,"Enough! You've done well today."
62,0,False,False,False,3,5,False,False,1,"There are too many of them!"
63,0,False,False,False,3,5,False,False,1,"Tonight we shall poach the poachers!"
64,0,False,False,False,3,5,False,False,1,"Are the resources of the city–state so thinly stretched that they must send adventurers to do their dirty work?"
65,0,False,False,False,3,5,False,False,1,"Damn you all! The forest is not yours to claim!"
66,0,False,False,False,3,5,False,False,1,"Lustyeye uplanders seek goodgobbies' gobbiepack goodies?"
67,0,False,False,False,3,3,False,False,1,"Gobbiepack! Gobbiepack!"
68,0,False,False,False,3,3,False,False,1,"Gobbiepack! Gobbiepack! Little room!"
69,0,False,False,False,3,3,False,False,1,"Gobbiepack! Gobbiepack! Filled with boom!"
70,0,False,False,False,3,5,False,False,1,"No! Gobbiekeep rumbles and overtumbles!"
71,0,False,False,False,3,5,False,False,1,"Backwalk with fastness, uplander! Or else...ba-boom!"
72,0,False,False,False,3,3,False,False,1,"Fireboom! Fireboom!"
73,0,False,False,False,3,3,False,False,1,"Fireboom! Fireboom! Uplander's doom!"
74,0,False,False,False,3,3,False,False,1,"Fireboom! Fireboom! Uplander's tomb!"
75,0,False,False,False,3,5,False,False,1,"Gobbiekeep crumbles and overtumbles!"
76,0,False,False,False,3,5,False,False,1,"Goobiekeep tumbles and undercrumbles!"
77,0,False,False,False,3,5,False,False,1,"Narrowheart uplander seeks overtossing of good Gobbiekeep! Stikflix backpays with much fireboom!"
78,0,False,False,False,3,5,False,False,1,"Gobbiekin! More fireboom! More fireboom!"
79,0,False,False,False,3,5,False,False,1,"Oh! Such soreness of gut! Might we be making busydeal? No?"
80,0,False,False,False,3,3,False,False,1,"Stikflix! Stikflix!"
81,0,False,False,False,3,3,False,False,1,"Stikflix! Stikflix! Quickflicks gloom!"
82,0,False,False,False,3,3,False,False,1,"Stikflix! Stikflix! Fireboom resumes!"
83,0,False,False,False,3,5,False,False,1,"Fellow creatures! Come, follow this one!"
84,0,False,False,False,3,5,False,False,1,"This one angers..."
85,0,False,False,False,3,5,False,False,1,"This one grows weary..."
86,0,False,False,False,3,5,False,False,1,"This one will suffer at the hands of the grounded ones no more!"
87,0,False,False,False,3,3,False,False,1,"Your Highness!"
88,0,False,False,False,2,3,False,False,1,"Sit yer poxy arse down!"
89,0,False,False,False,2,3,False,False,1,"Gah hah hah!"
90,0,False,False,False,2,3,False,False,1,"I could have taken him... Honest!"
91,0,False,False,False,3,5,False,False,1,"You have my thanks!"
92,0,False,False,False,3,5,False,False,1,"Mercy!"
93,0,False,False,False,3,5,False,False,1,"The Order has no need for milksops!"
94,0,False,False,False,3,3,False,False,1,"Oh dear! Here he comes!"
95,0,False,False,False,3,5,False,False,1,"High time I should check the crops..."
96,0,False,False,False,3,5,False,False,1,"The ladybugs! They're attacking the bees!"
97,0,False,False,False,2,5,False,False,1,"Someone help! The poor honeybees don't stand a chance!"
98,0,False,False,False,3,5,False,False,1,"The harvest will be a good one this season. I can feel it! You have my thanks!"
99,0,False,False,False,3,5,False,False,1,"Another harvest lost..."
100,0,False,False,False,3,5,False,False,1,"0"
101,0,False,False,False,3,5,False,False,1,"0"
102,0,False,False,False,3,5,False,False,1,"0"
103,0,False,False,False,2,3,False,False,1,"0"
104,0,False,False,False,2,3,False,False,1,"0"
105,0,False,False,False,2,3,False,False,1,"0"
106,0,False,False,False,2,3,False,False,1,"0"
107,0,False,False,False,3,5,False,False,1,"This one requires aid!"
108,0,False,False,False,3,5,False,False,1,"Many thanks!"
109,0,False,False,False,3,5,False,False,1,"Hm? Do you hear something?"
110,0,False,False,False,3,5,False,False,1,"Why, you sneaky flying rat! I'll see you never eat another Lalafell!"
111,0,False,False,False,3,5,False,False,1,"Sod off, ye sack o' squirrel shite!"
112,0,False,False,False,3,5,False,False,1,"Who invited this bastard!?"
113,0,False,False,False,3,5,False,False,1,"How's about I escort ye off the premises?"
114,0,False,False,False,3,5,False,False,1,"I spy a throat needs slittin'!"
115,0,False,False,False,2,3,False,False,1,"Lookin' fer us?"
116,0,False,False,False,2,3,False,False,1,"Sneaky bastards."
117,0,False,False,False,2,3,False,False,1,"Body feels...so heavy..."
118,0,False,False,False,2,3,False,False,1,"Curses! Not now!"
119,0,False,False,False,3,5,False,False,1,"They are too quick for me... I am done for..."
120,0,False,False,False,3,5,False,False,1,"I don't believe they will follow any further."
121,0,False,False,False,3,5,False,False,1,"You have done a great service for Ul'dah."
122,0,False,False,False,2,3,False,False,1,"<rumble> <rumble>"
123,0,False,False,False,2,3,False,False,1,"<rumble>"
124,0,False,False,False,3,5,False,False,1,"Sheep! Scores of them!"
125,0,False,False,False,3,5,False,False,1,"Slay the rabid beasts before they can force their way to the Zephyr Gate!"
126,0,False,False,False,3,5,False,False,1,"I fear my pursuers may have circled around, and await us ahead."
127,0,False,False,False,3,5,False,False,1,"If the Amalj'aa have already made it this far, they will use this place to trap us."
