key,0,1
#,,
int32,str,uint32
0,"EMOTE_AMAZED",1
1,"EMOTE_ANGRY",2
2,"EMOTE_ANGRY_STRONG",3
3,"EMOTE_BOW",5
4,"EMOTE_CHEER",6
5,"EMOTE_CLAP",7
6,"EMOTE_CRY",10
7,"EMOTE_DANCE",11
8,"EMOTE_DOUBT",12
9,"EMOTE_DOZE",13
10,"EMOTE_GOODBYE",15
11,"EMOTE_HUH",17
12,"EMOTE_JOY",18
13,"EMOTE_KNEEL",19
14,"EMOTE_LAUGH_STRONG",21
15,"EMOTE_LOOKOUT",22
16,"EMOTE_ME",23
17,"EMOTE_PANIC",26
18,"EMOTE_POKE",28
19,"EMOTE_PRAISE",29
20,"EMOTE_PSYCH",30
21,"EMOTE_SALUTE",31
22,"EMOTE_SHRUG",33
23,"EMOTE_SLAP",34
24,"EMOTE_SOOTHE",35
25,"EMOTE_WELCOME",41
26,"EMOTE_YES",42
27,"EMOTE_CHARAMAKE",44
28,"EMOTE_POSING",45
29,"EMOTE_THROW_KISS",46
30,"EMOTE_VERY_DISAPPOINTING",49
31,"EMOTE_PRAY",58
32,"EMOTE_SALUTE_IMPERIAL",59
33,"EMOTE_FACIAL_SPEWING",78
34,"EMOTE_FACIAL_WORRY",80
35,"EMOTE_THROW_SNOWBALL",86
36,"EMOTE_SPANKING",111
37,"EVENT_ACTION_SEARCH",1
38,"MODEL_HUMAN",0
39,"TALK_SHAPE_NORMAL",1
40,"TALK_SHAPE_PRESSURE",2
41,"TALK_SHAPE_EMPHASIS",3
42,"TALK_SHAPE_DOCUMENT",4
43,"TALK_SHAPE_UNEARTHLY",5
44,"TALK_SHAPE_LINKSHELL",6
45,"TALK_SHAPE_SYSTEM",7
46,"TALK_SHAPE_WATER_NORMAL",10
47,"NPC_TRADE_INVENTORY_MODE_NORMAL",0
48,"NPC_TRADE_INVENTORY_MODE_EVENT",1
49,"CLASS_JOB_GLADIATOR",1
50,"CLASS_JOB_PUGILIST",2
51,"CLASS_JOB_MARAUDER",3
52,"CLASS_JOB_LANCER",4
53,"CLASS_JOB_ARCHER",5
54,"CLASS_JOB_CONJURER",6
55,"CLASS_JOB_THAUMATURGE",7
56,"CLASS_JOB_WOODWORKER",8
57,"CLASS_JOB_BLACKSMITH",9
58,"CLASS_JOB_ARMOURER",10
59,"CLASS_JOB_GOLDSMITH",11
60,"CLASS_JOB_TANNER",12
61,"CLASS_JOB_WEAVER",13
62,"CLASS_JOB_ALCHEMIST",14
63,"CLASS_JOB_CULINARIAN",15
64,"CLASS_JOB_MINER",16
65,"CLASS_JOB_HARVESTER",17
66,"CLASS_JOB_FISHERMAN",18
67,"CLASS_JOB_KNIGHT",19
68,"CLASS_JOB_MONK",20
69,"CLASS_JOB_WARRIOR",21
70,"CLASS_JOB_DRAGON",22
71,"CLASS_JOB_BARD",23
72,"CLASS_JOB_WHITE",24
73,"CLASS_JOB_BLACK",25
74,"CLASS_JOB_ARCANIST",26
75,"CLASS_JOB_SUMMONER",27
76,"CLASS_JOB_SCHOLAR",28
77,"CLASS_JOB_THIEF",29
78,"CLASS_JOB_NINJA",30
79,"CLASS_JOB_MACHINIST",31
80,"CLASS_JOB_DARKKNIGHT",32
81,"CLASS_JOB_ASTROLOGIAN",33
82,"CLASS_JOB_SAMURAI",34
83,"CLASS_JOB_RED",35
84,"CLASS_JOB_AOZ",36
85,"EVENT_TALK",1
86,"EVENT_EMOTE",2
87,"EVENT_DISTANCE_BELOW",3
88,"EVENT_DISTANCE_OVER",4
89,"EVENT_BATTLE_REWARD",5
90,"EVENT_CRAFT",6
91,"EVENT_NEST",7
92,"EVENT_EVENT_ITEM",8
93,"EVENT_DROP",9
94,"EVENT_WITHIN_RANGE",10
95,"EVENT_OUTSIDE_RANGE",11
96,"EVENT_GAME_START",12
97,"EVENT_GAME_PROGRESS",13
98,"EVENT_ENTER_TERRITORY",15
99,"EVENT_GAME_COME_BACK",17
100,"EVENT_ACTION_RESULT",18
101,"EVENT_MATERIA_CRAFT",19
102,"EVENT_FISHING",20
103,"EVENT_UI",21
104,"EVENT_HOUSING",22
105,"EVENT_SAY",23
106,"EVENT_TABLE_GAME",24
107,"MOVE_AI_WANDERING",1
108,"MOVE_AI_STAND",0
109,"MOVE_AI_ROUTE",2
110,"EQUIP_SLOT_WEAPON",0
111,"EQUIP_SLOT_SUB_WEAPON",1
112,"EQUIP_SLOT_HEAD",2
113,"EQUIP_SLOT_BODY",3
114,"EQUIP_SLOT_HAND",4
115,"EQUIP_SLOT_WAIST",5
116,"EQUIP_SLOT_LEG",6
117,"EQUIP_SLOT_FOOT",7
118,"EQUIP_SLOT_EAR",8
119,"EQUIP_SLOT_NECK",9
120,"EQUIP_SLOT_WRIST",10
121,"EQUIP_SLOT_RIGHT_FINGER",11
122,"EQUIP_SLOT_LEFT_FINGER",12
123,"EQUIP_SLOT_JOB_STONE",13
124,"SE_VOICE_MALE_POSITIVE_LOW_A",1
125,"SE_VOICE_MALE_NEGATIVE_LOW_A",2
126,"SE_VOICE_MALE_SYSTEM_LOW_A",3
127,"SE_VOICE_MALE_POSITIVE_LOW_B",4
128,"SE_VOICE_MALE_NEGATIVE_LOW_B",5
129,"SE_VOICE_MALE_SYSTEM_LOW_B",6
130,"SE_VOICE_FEMALE_POSITIVE_LOW_A",7
131,"SE_VOICE_FEMALE_NEGATIVE_LOW_A",8
132,"SE_VOICE_FEMALE_SYSTEM_LOW_A",9
133,"SE_VOICE_FEMALE_POSITIVE_LOW_B",10
134,"SE_VOICE_FEMALE_NEGATIVE_LOW_B",11
135,"SE_VOICE_FEMALE_SYSTEM_LOW_B",12
136,"SE_VOICE_MALE_POSITIVE_NORMAL_A",13
137,"SE_VOICE_MALE_NEGATIVE_NORMAL_A",14
138,"SE_VOICE_MALE_SYSTEM_NORMAL_A",15
139,"SE_VOICE_MALE_POSITIVE_NORMAL_B",16
140,"SE_VOICE_MALE_NEGATIVE_NORMAL_B",17
141,"SE_VOICE_MALE_SYSTEM_NORMAL_B",18
142,"SE_VOICE_FEMALE_POSITIVE_NORMAL_A",19
143,"SE_VOICE_FEMALE_NEGATIVE_NORMAL_A",20
144,"SE_VOICE_FEMALE_SYSTEM_NORMAL_A",21
145,"SE_VOICE_FEMALE_POSITIVE_NORMAL_B",22
146,"SE_VOICE_FEMALE_NEGATIVE_NORMAL_B",23
147,"SE_VOICE_FEMALE_SYSTEM_NORMAL_B",24
148,"SE_VOICE_MALE_POSITIVE_HIGH_A",25
149,"SE_VOICE_MALE_NEGATIVE_HIGH_A",26
150,"SE_VOICE_MALE_SYSTEM_HIGH_A",27
151,"SE_VOICE_MALE_POSITIVE_HIGH_B",28
152,"SE_VOICE_MALE_NEGATIVE_HIGH_B",29
153,"SE_VOICE_MALE_SYSTEM_HIGH_B",30
154,"SE_VOICE_FEMALE_POSITIVE_HIGH_A",31
