key,0,1,2,3,4,5,6
#,Icon,Name,Description,,,,
int32,Image,str,str,str,str,str,str
0,0,"","","","","",""
1,60201,"Clear Skies","clear","","","",""
2,60202,"Fair Skies","fair","","","",""
3,60203,"Clouds","overcast","","","",""
4,60204,"Fog","foggy","","","",""
5,60205,"Wind","windy","","","",""
6,60206,"Gales","gusty","","","",""
7,60207,"Rain","rainy","","","",""
8,60208,"Showers","showery","","","",""
9,60209,"Thunder","thundery","","","",""
10,60210,"Thunderstorms","stormy","","","",""
11,60211,"Dust Storms","dusty","","","",""
12,60212,"Sandstorms","sandy","","","",""
13,60213,"Hot Spells","hot","","","",""
14,60214,"Heat Waves","blistering","","","",""
15,60215,"Snow","snowy","","","",""
16,60216,"Blizzards","blizzardy","","","",""
17,60218,"Gloom","gloomy","","","",""
18,60217,"Auroras","experiencing auroral activity","","","",""
19,60251,"Darkness","dark","","","",""
20,60255,"Tension","crackling with tension","","","",""
21,60203,"Clouds","overcast","","","",""
22,60259,"Storm Clouds","threatened by rain","","","",""
23,60258,"Rough Seas","experiencing rough seas","","","",""
24,60258,"Rough Seas","experiencing rough seas","","","",""
25,60257,"Louring","loury","","","",""
26,60252,"Heat Waves","blistering","","","",""
27,60256,"Gloom","gloomy","","","",""
28,60253,"Gales","gusty","","","",""
29,60254,"Eruptions","erupting","","","",""
30,60202,"Fair Skies","fair","","","",""
31,60202,"Fair Skies","fair","","","",""
32,60202,"Fair Skies","fair","","","",""
33,60202,"Fair Skies","fair","","","",""
34,60202,"Fair Skies","fair","","","",""
35,60260,"Irradiance","irradiant","","","",""
36,60261,"Core Radiation","radioactive","","","",""
37,60261,"Core Radiation","radioactive","","","",""
38,60261,"Core Radiation","radioactive","","","",""
39,60261,"Core Radiation","radioactive","","","",""
40,60262,"Shelf Clouds","unnaturally cloudy","","","",""
41,60262,"Shelf Clouds","unnaturally cloudy","","","",""
42,60262,"Shelf Clouds","unnaturally cloudy","","","",""
43,60262,"Shelf Clouds","unnaturally cloudy","","","",""
44,60264,"Oppression","oppressive","","","",""
45,60264,"Oppression","oppressive","","","",""
46,60264,"Oppression","oppressive","","","",""
47,60264,"Oppression","oppressive","","","",""
48,60264,"Oppression","oppressive","","","",""
49,60219,"Umbral Wind","experiencing umbral wind","","","",""
50,60220,"Umbral Static","experiencing umbral static","","","",""
51,60263,"Smoke","smoky","","","",""
52,60202,"Fair Skies","fair","","","",""
53,60226,"Royal Levin","experiencing royal levin","","","",""
54,60227,"Hyperelectricity","hyperelectric","","","",""
55,60226,"Royal Levin","experiencing royal levin","","","",""
56,60264,"Oppression","oppressive","","","",""
57,60209,"Thunder","thundery","","","",""
58,60209,"Thunder","thundery","","","",""
59,0,"CutScene","CutScenery","","","",""
60,60265,"Multiplicity","experiencing multiplicity","","","",""
61,60265,"Multiplicity","experiencing multiplicity","","","",""
62,60207,"Rain","rainy","","","",""
63,60202,"Fair Skies","fair","","","",""
64,60207,"Rain","rainy","","","",""
65,60202,"Fair Skies","fair","","","",""
66,60266,"Dragonstorms","unnaturally stormy","","","",""
67,60266,"Dragonstorms","unnaturally stormy","","","",""
68,60202,"Subterrain","subterranean","","","",""
69,60267,"Concordance","concordant","","","",""
70,60267,"Concordance","concordant","","","",""
71,60268,"Beyond Time","temporal","","","",""
72,60268,"Beyond Time","temporal","","","",""
73,60268,"Beyond Time","temporal","","","",""
74,60269,"Demonic Infinity","demonically infinite","","","",""
75,60269,"Demonic Infinity","demonically infinite","","","",""
76,60269,"Demonic Infinity","demonically infinite","","","",""
77,60274,"Dimensional Disruption","extradimensional","","","",""
78,60274,"Dimensional Disruption","extradimensional","","","",""
79,60274,"Dimensional Disruption","extradimensional","","","",""
80,60271,"Revelstorms","revelry","","","",""
81,60271,"Revelstorms","revelry","","","",""
82,60270,"Eternal Bliss","blissful","","","",""
83,60270,"Eternal Bliss","blissful","","","",""
84,60272,"Wyrmstorms","unnaturally stormy","","","",""
85,60272,"Wyrmstorms","unnaturally stormy","","","",""
86,60271,"Revelstorms","revelry","","","",""
87,60273,"Quicklevin","hypervoltaic","","","",""
88,60209,"Thunder","thundery","","","",""
89,60274,"Dimensional Disruption","extradimensional","","","",""
90,60202,"Fair Skies","fair","","","",""
91,60201,"Clear Skies","clear","","","",""
92,60275,"White Cyclones","cyclonic","","","",""
93,60275,"White Cyclones","cyclonic","","","",""
94,60275,"White Cyclones","cyclonic","","","",""
95,60277,"Ultimania","ultimaniacal","","","",""
96,60275,"White Cyclones","cyclonic","","","",""
97,60276,"Moonlight","moonlit","","","",""
98,60276,"Moonlight","moonlit","","","",""
99,60276,"Moonlight","moonlit","","","",""
100,60276,"Moonlight","moonlit","","","",""
101,60293,"Red Moon","portentious","","","",""
102,60278,"Scarlet","scarlet","","","",""
103,60278,"Scarlet","scarlet","","","",""
104,60278,"Scarlet","scarlet","","","",""
105,60202,"Fair Skies","fair","","","",""
106,60202,"Fair Skies","fair","","","",""
107,60202,"Fair Skies","fair","","","",""
108,60202,"Fair Skies","fair","","","",""
109,60279,"Flames","fiery","","","",""
110,60280,"Tsunamis","wet","","","",""
111,60281,"Cyclones","cyclonic","","","",""
112,60282,"Geostorms","shakey","","","",""
113,60283,"True Blue","true blue","","","",""
114,60283,"True Blue","true blue","","","",""
115,60283,"True Blue","true blue","","","",""
116,60284,"Umbral Turbulence","umbrally turbulent","","","",""
117,60283,"True Blue","true blue","","","",""
118,60221,"Everlasting Light","bright","","","",""
119,60253,"Gales","gusty","","","",""
120,60287,"Termination","terminal","","","",""
121,60287,"Termination","terminal","","","",""
122,60285,"Dreams","dreamy","","","",""
123,60285,"Dreams","dreamy","","","",""
124,60285,"Dreams","dreamy","","","",""
125,60286,"Brilliance","brilliant","","","",""
126,60286,"Brilliance","brilliant","","","",""
127,60287,"Termination","terminal","","","",""
128,60287,"Termination","terminal","","","",""
129,60221,"Everlasting Light","bright","","","",""
130,60254,"Eruptions","erupting","","","",""
131,60287,"Termination","terminal","","","",""
132,60202,"Fair Skies","fair","","","",""
133,60288,"Umbral Flare","darkly burning","","","",""
134,60289,"Umbral Duststorms","darkly dusty","","","",""
135,60290,"Umbral Levin","darkly thunderous","","","",""
136,60291,"Umbral Tempest","darkly tempestuous","","","",""
137,60296,"Starshower","calamitous","","","",""
138,60294,"Delirium","delirium","","","",""
139,60203,"Clouds","overcast","","","",""
140,60203,"Clouds","overcast","","","",""
141,60260,"Irradiance","irradiant","","","",""
142,60260,"Irradiance","irradiant","","","",""
143,60259,"Storm Clouds","threatened by rain","","","",""
144,60295,"Firestorms","hellacious","","","",""
145,60292,"Spectral Current","spectral","","","",""
146,0,"","","","","",""
147,60297,"Climactic","climactic","","","",""
148,60222,"Moon Dust","regolithic","","","",""
149,60223,"Astromagnetic Storms","astromagnetic","","","",""
150,60224,"Apocalypse","apocalyptic","","","",""
151,60298,"Polarization","polarized","","","",""
152,60298,"Polarization","polarized","","","",""
153,60298,"Polarization","polarized","","","",""
154,60298,"Polarization","polarized","","","",""
155,60298,"Polarization","polarized","","","",""
156,60225,"Projection","projected","","","",""
157,60228,"Pandæmonium","demonic","","","",""
158,60228,"Pandæmonium","demonic","","","",""
159,60228,"Pandæmonium","demonic","","","",""
160,60299,"Ultimatum","ultimate","","","",""
161,60229,"Inevitability","inevitable","","","",""
162,60230,"Transcendence","transcendent","","","",""
163,60230,"Transcendence","transcendent","","","",""
164,60230,"Transcendence","transcendent","","","",""
165,60230,"Transcendence","transcendent","","","",""
166,60230,"Transcendence","transcendent","","","",""
167,60230,"Transcendence","transcendent","","","",""
168,60230,"Transcendence","transcendent","","","",""
169,60230,"Transcendence","transcendent","","","",""
170,60266,"Dragonstorms","unnaturally stormy","","","",""
171,60231,"Vacuity","vacuous","","","",""
172,60231,"Vacuity","vacuous","","","",""
173,60231,"Vacuity","vacuous","","","",""
174,60274,"Dimensional Disruption","extradimensional","","","",""
175,60274,"Dimensional Disruption","extradimensional","","","",""
176,60274,"Dimensional Disruption","extradimensional","","","",""
177,60228,"Pandæmonium","demonic","","","",""
178,60228,"Pandæmonium","demonic","","","",""
179,60232,"Lyrical Catharsis","lyrical","","","",""
180,60231,"Vacuity","vacuous","","","",""
181,60233,"Liminality","liminal","","","",""
182,60233,"Liminality","liminal","","","",""
183,60234,"Projection","projected","","","",""
184,60234,"Projection","projected","","","",""
185,60234,"Projection","projected","","","",""
186,60234,"Projection","projected","","","",""
187,60235,"Reminiscence","nostalgic","","","",""
188,60236,"Ominous Clouds","ominous","","","",""
189,60234,"Projection","projected","","","",""
190,0,"","","","","",""
191,0,"","","","","",""
192,0,"","","","","",""
193,60237,"Electrostatic Dust","electrostatic","","","",""
194,60241,"Meteor Showers","meteoric","","","",""
195,60241,"Meteor Showers","meteoric","","","",""
196,60223,"Astromagnetic Storms","astromagnetic","","","",""
197,60242,"Sporing Mist","unicellular","","","",""
