key,0,1,2,3,4,5,6,7
#,Singular,Adjective,Plural,PossessivePronoun,StartsWithVowel,,Pronoun,Article
int32,str,sbyte,str,sbyte,sbyte,sbyte,sbyte,sbyte
0,"",0,"",0,0,1,0,0
1,"",0,"",0,0,0,0,0
2,"ruins runner",0,"ruins runners",0,0,1,0,0
3,"antelope doe",0,"antelope does",0,1,1,0,0
4,"antelope stag",0,"antelope stags",0,1,1,0,0
5,"opo-opo",0,"opo-opos",0,1,1,0,0
6,"lemur",0,"lemurs",0,0,1,0,0
7,"giant gnat",0,"giant gnats",0,0,1,0,0
8,"ked",0,"keds",0,0,1,0,0
9,"miteling",0,"mitelings",0,0,1,0,0
10,"diremite",0,"diremites",0,0,1,0,0
11,"banemite",0,"banemites",0,0,1,0,0
12,"northern vulture",0,"northern vultures",0,0,1,0,0
13,"arbor buzzard",0,"arbor buzzards",0,1,1,0,0
14,"wild hoglet",0,"wild hoglets",0,0,1,0,0
15,"wild hog",0,"wild hogs",0,0,1,0,0
16,"wild boar",0,"wild boars",0,0,1,0,0
17,"balloon",0,"balloons",0,0,1,0,0
18,"zombie",0,"zombies",0,0,1,0,0
19,"zombie mage",0,"zombie mages",0,0,1,0,0
20,"magicked bones",0,"magicked bones",0,0,1,0,0
21,"trickster imp",0,"trickster imps",0,0,1,0,0
22,"roselet",0,"roselets",0,0,1,0,0
23,"kedtrap",0,"kedtraps",0,0,1,0,0
24,"treant",0,"treants",0,0,1,0,0
25,"dryad",0,"dryads",0,0,1,0,0
26,"gigantoad",0,"gigantoads",0,0,1,0,0
27,"nix",0,"nixes",0,0,1,0,0
28,"coeurl pup",0,"coeurl pups",0,0,1,0,0
29,"dullahan",0,"dullahans",0,0,1,0,0
30,"clay golem",0,"clay golems",0,0,1,0,0
31,"mindflayer",0,"mindflayers",0,0,1,0,0
32,"microchu",0,"microchus",0,0,1,0,0
33,"ochu",0,"ochus",0,1,1,0,0
34,"adamantoise",0,"adamantoises",0,1,1,0,0
35,"tonberry",0,"tonberries",0,0,1,0,0
36,"boring weevil",0,"boring weevils",0,0,1,0,0
37,"ground squirrel",0,"ground squirrels",0,0,1,0,0
38,"black bat",0,"black bats",0,0,1,0,0
39,"tree slug",0,"tree slugs",0,0,1,0,0
40,"Shroud hare",0,"Shroud hares",0,0,1,0,0
41,"syrphid swarm",0,"syrphid swarms",0,0,1,0,0
42,"yarzon",0,"yarzons",0,0,1,0,0
43,"chigoe",0,"chigoes",0,0,1,0,0
44,"jumping djigga",0,"jumping djiggas",0,0,1,0,0
45,"will-o'-the-wisp",0,"will-o'-the-wisps",0,0,1,0,0
46,"plasmoid",0,"plasmoids",0,0,1,0,0
47,"forest funguar",0,"forest funguars",0,0,1,0,0
48,"toadstool",0,"toadstools",0,0,1,0,0
49,"little ladybug",0,"little ladybugs",0,0,1,0,0
50,"goblin thug",0,"goblin thugs",0,0,1,0,0
51,"alpha anole",0,"alpha anoles",0,1,1,0,0
52,"Redbelly lookout",0,"Redbelly lookouts",0,0,1,0,0
53,"3rd Cohort hoplomachus",0,"3rd Cohort hoplomachi",0,0,1,0,0
54,"hornet swarm",0,"hornet swarms",0,0,1,0,0
55,"deathgaze",0,"deathgazes",0,0,1,0,0
56,"water sprite",0,"water sprites",0,0,1,0,0
57,"3rd Cohort decurion",0,"3rd Cohort decurions",0,0,1,0,0
58,"3rd Cohort laquearius",0,"3rd Cohort laquearii",0,0,1,0,0
59,"3rd Cohort eques",0,"3rd Cohort equites",0,0,1,0,0
60,"3rd Cohort secutor",0,"3rd Cohort secutores",0,0,1,0,0
61,"3rd Cohort signifer",0,"3rd Cohort signiferi",0,0,1,0,0
62,"pteroc",0,"pterocs",0,0,1,0,0
63,"pudding",0,"puddings",0,0,1,0,0
64,"sylvan screech",0,"sylvan screeches",0,0,1,0,0
65,"sylvan sigh",0,"sylvan sighs",0,0,1,0,0
