key,0,1,2,3,4
#,Filename,BlendGroup,IsLoop,IsBlinkEnable,IsLipEnable
int32,str,byte,bit&01,bit&02,bit&04
0,"",0,False,False,False
1,"cbna_add_dmg_f",4,False,False,False
2,"cbnm_01b_lp0",0,True,False,False
3,"cbnm_01f_lp0",0,True,False,False
4,"cbnm_01l_lp0",0,True,False,False
5,"cbnm_01r_lp0",0,True,False,False
6,"cbnm_02f_f",8,False,False,False
7,"cbnm_02f_lp0",9,True,False,False
8,"cbnm_02l_lp0",12,True,False,False
9,"cbnm_02r_lp0",12,True,False,False
10,"cbnm_aettch_2lp",0,True,False,False
11,"cbnm_aettch_3",20,False,False,False
12,"cbnm_drink",20,False,False,False
13,"cbnm_eat",20,False,False,False
14,"cbnm_event_2lp",0,True,False,False
15,"cbnm_event_3",20,False,False,False
16,"cbnm_id0",7,True,False,False
17,"cbnm_itm_2lp",0,True,False,False
18,"cbnm_itm_3",20,False,False,False
19,"cbnm_jump_1",14,False,False,False
20,"cbnm_jump_2",15,False,False,False
21,"cbnm_jump_3",16,False,False,False
22,"cbnm_mgc_cmn_2lp",0,True,False,False
23,"cbnm_mgc_cmn_3",20,False,False,False
24,"cbnm_revive",5,False,False,False
25,"cbnm_sprint_lp0",32,True,False,False
26,"cbnm_trn_l_lp",0,True,False,False
27,"cbnm_trn_r_lp",0,True,False,False
28,"cbna_add_brt_lp",3,True,False,False
29,"cbnm_mt_02f_lp0",23,True,False,False
30,"cbnm_mt_id0",22,True,False,False
31,"cbbm_abl_2lp",0,True,False,False
32,"cbbm_abl_3",20,False,False,False
33,"cbbm_abl_bene",20,False,False,False
34,"cbbm_abl_conv",20,False,False,False
35,"cbbm_abl_crusade",20,False,False,False
36,"cbbm_abl_divin",20,False,False,False
37,"cbbm_abl_excruciate",20,False,False,False
38,"cbbm_abl_guren",20,False,False,False
39,"cbbm_abl_hagane",20,False,False,False
40,"cbbm_abl_illusive",20,False,False,False
41,"cbbm_abl_invi",20,False,False,False
42,"cbbm_abl_kabau",20,False,False,False
43,"cbbm_abl_keenflurry",20,False,False,False
44,"cbbm_abl_kong",20,False,False,False
45,"cbbm_abl_kumei",20,False,False,False
46,"cbbm_abl_midare",20,False,False,False
47,"cbbm_abl_mosa",20,False,False,False
48,"cbbm_abl_naita",20,False,False,False
49,"cbbm_abl_rampart",20,False,False,False
50,"cbbm_abl_ryuken",20,False,False,False
51,"cbbm_abl_ryusou",20,False,False,False
52,"cbbm_abl_seijya",20,False,False,False
53,"cbbm_abl_sinsoku",20,False,False,False
54,"cbbm_abl_sipu",20,False,False,False
55,"cbbm_abl_sutemi",20,False,False,False
56,"cbbm_abl_syukufuku",20,False,False,False
57,"cbbm_abl_taim",20,False,False,False
58,"cbbm_abl_taunt",20,False,False,False
59,"cbbm_abl_zanei",20,False,False,False
60,"cbbm_ded",20,False,False,False
61,"cbbm_dedpose",20,True,False,False
62,"cbbm_ft_ded_1",20,False,False,False
63,"cbbm_ft_ded_2lp",20,True,False,False
64,"cbbm_ft_ded_3",20,False,False,False
65,"cbbm_itm_2lp",0,True,False,False
66,"cbbm_itm_3",20,False,False,False
67,"cbbm_lbk_party",20,False,False,False
68,"cbbm_mgc_blk_2lp",0,True,False,False
69,"cbbm_mgc_blk_3",20,False,False,False
70,"cbbm_mgc_cnj_2lp",0,True,False,False
71,"cbbm_mgc_cnj_3",20,False,False,False
72,"cbbm_mgc_cnj_3b",20,False,False,False
73,"cbbm_mgc_cnj_3c",20,False,False,False
74,"cbbm_mgc_pld_2lp",0,True,False,False
75,"cbbm_mgc_pld_3",20,False,False,False
76,"cbbm_mgc_sng_2lp",0,True,False,False
77,"cbbm_mgc_sng_3",20,False,False,False
78,"cbbm_mgc_swd_2lp",0,True,False,False
79,"cbbm_mgc_swd_3",20,False,False,False
80,"cbbm_mgc_swl_2lp",0,True,False,False
81,"cbbm_mgc_swl_3",20,False,False,False
82,"cbbm_mgc_thm_2lp",0,True,False,False
83,"cbbm_mgc_thm_3",20,False,False,False
84,"cbbm_mgc_thm_3b",20,False,False,False
85,"cbbm_mgc_thm_3c",20,False,False,False
86,"cbbm_mgc_wht_2lp",0,True,False,False
87,"cbbm_mgc_wht_3",20,False,False,False
88,"cbbm_sp_a_2lp",0,True,False,False
89,"cbbm_sp_b_2lp",0,True,False,False
90,"cbbm_sp_c_2lp",0,True,False,False
91,"cbbm_sp_d_2lp",0,True,False,False
92,"cbbm_sp_e_2lp",0,True,False,False
93,"cbbm_sp01",20,False,False,False
94,"cbbm_sp02",20,False,False,False
95,"cbbm_sp03",20,False,False,False
96,"cbbm_sp04",20,False,False,False
97,"cbbm_sp05",20,False,False,False
98,"cbbm_sp06",20,False,False,False
99,"cbbm_sp07",20,False,False,False
100,"cbbm_sp08",20,False,False,False
101,"cbbm_sp09",20,False,False,False
102,"cbbm_sp10",20,False,False,False
103,"cbbm_sp11",20,False,False,False
