key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
int32,bit&01,bit&02,bit&04,bit&08,bit&10,bit&20,bit&40,bit&80,bit&01,bit&02,bit&04,bit&08,bit&10,bit&20,bit&40,byte,bit&80,bit&01,bit&02,bit&04,bit&08,bit&10,bit&20,bit&40,bit&80,bit&01,bit&02,byte,bit&04,bit&08
0,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,1,False,True,True,False,True,False,False,False,False,False,False,0,True,True
1,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,2,False,True,True,False,True,False,False,False,False,False,False,0,True,True
2,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,0,False,False,False,False,False,False,False,False,False,True,False,0,True,True
3,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,0,False,True,True,True,False,False,False,False,True,False,False,5,False,False
4,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,0,False,True,False,True,False,False,False,False,True,False,True,2,False,False
5,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,0,False,True,True,True,False,False,False,False,True,False,False,4,False,False
6,True,True,True,False,False,False,True,True,True,True,False,True,False,False,True,0,False,False,False,True,False,False,False,False,True,False,False,0,True,False
7,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,0,False,True,True,False,False,False,False,False,False,False,False,0,True,False
8,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,0,True,True,True,True,False,False,False,False,True,False,False,5,False,False
9,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,0,False,True,True,True,False,False,False,False,True,False,False,5,False,False
10,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,0,False,True,True,True,False,False,False,False,True,False,False,5,False,False
11,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,0,False,True,True,True,False,False,False,False,True,False,False,5,False,False
12,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,0,False,True,True,False,False,False,False,False,True,False,False,0,True,False
13,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,1,False,True,True,False,False,False,False,False,False,False,False,0,True,True
14,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,0,False,True,True,False,True,True,False,False,False,True,False,0,True,True
15,True,True,True,True,False,True,True,True,True,True,False,True,False,False,True,0,False,True,True,False,False,False,False,False,False,False,False,0,True,False
16,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,0,False,True,True,True,False,False,False,False,True,False,False,5,False,False
17,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,0,False,True,True,True,False,False,False,False,True,False,False,5,False,False
18,True,True,True,False,False,True,False,False,False,True,False,True,False,False,False,0,True,True,True,True,False,False,False,False,True,False,False,6,False,False
19,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,1,False,True,True,False,True,True,False,False,False,False,False,0,True,False
20,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0,False,True,True,True,False,False,False,False,False,False,False,0,True,False
21,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0,False,True,True,True,False,False,False,False,False,False,False,0,True,False
22,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,0,False,True,True,False,False,False,False,False,False,False,False,0,True,False
23,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,1,False,True,True,False,True,True,False,False,False,False,False,0,True,False
24,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,0,False,True,True,True,False,False,False,False,True,False,False,5,False,False
