key,0,1,2,3,4
#,,,,,
int32,byte,uint32,byte,byte,bit&01
0.0,0,0,0,0,False
1.0,6,21700,1,0,False
1.1,6,21701,1,1,False
1.2,6,21702,1,2,False
1.3,6,21703,1,3,False
1.4,6,21704,1,4,False
1.5,6,21707,1,5,False
2.0,6,21500,1,0,False
2.1,6,21501,1,1,False
2.2,6,21502,1,2,False
2.3,6,21503,1,3,False
2.4,6,21504,1,4,False
2.5,6,21505,1,5,False
3.0,6,21800,1,0,False
3.1,6,21801,1,1,False
3.2,6,21802,1,2,False
3.3,6,21803,1,3,False
3.4,6,21804,1,4,False
3.5,6,21808,1,5,False
4.0,6,20400,1,0,False
4.1,6,20401,1,1,False
4.2,6,20402,1,2,False
4.3,6,20403,1,3,False
4.4,6,20404,1,4,False
4.5,6,20414,1,5,False
5.0,6,21400,1,0,False
5.1,6,21401,1,1,False
5.2,6,21402,1,2,False
5.3,6,21403,1,3,False
5.4,6,21404,1,4,False
5.5,6,21419,1,5,False
6.0,6,22100,1,0,False
6.1,6,22101,1,1,False
6.2,6,22102,1,2,False
6.3,6,22103,1,3,False
6.4,6,22104,1,4,False
6.5,6,22105,1,5,False
7.0,6,23200,1,0,False
8.0,6,22209,1,0,False
9.0,6,22814,1,0,False
10.0,6,23111,1,0,False
11.0,6,7,6,0,False
11.1,6,23500,1,0,True
11.2,6,23501,1,1,True
11.3,6,23502,1,2,True
11.4,6,23503,1,3,True
11.5,6,23504,1,4,True
11.6,6,23505,1,5,True
12.0,2,23941,6,0,False
13.0,6,24400,1,0,False
14.0,6,24100,1,0,False
14.1,6,24101,1,1,False
14.2,6,24102,1,2,False
14.3,6,24103,1,3,False
14.4,6,24104,1,4,False
14.5,6,24105,1,5,False
15.0,6,24500,1,0,False
16.0,6,24600,1,0,False
17.0,6,24826,1,0,False
