key,0,1,2,3,4
#,Name,SeparateType,DataType,JournalSection,
int32,str,byte,byte,JournalSection,byte
0,"Sephiroth Missions",0,0,255,0
1,"Seventh Umbral Era Main Scenario Quests",1,1,0,0
2,"Seventh Astral Era Main Scenario Quests",1,1,0,0
3,"Heavensward Main Scenario Quests",1,1,0,0
4,"Dragonsong Main Scenario Quests",1,1,0,0
5,"Post-Dragonsong Main Scenario Quests",1,1,0,0
6,"Stormblood Main Scenario Quests",1,1,0,0
7,"Post-Stormblood Main Scenario Quests",1,1,0,0
8,"Shadowbringers Main Scenario Quests",1,1,0,0
9,"Post-Shadowbringers Main Scenario Quests",1,1,0,0
10,"Post-Shadowbringers Main Scenario Quests II",1,1,0,0
11,"Endwalker Main Scenario Quests",1,1,0,0
12,"Post-Endwalker Main Scenario Quests",1,1,0,0
13,"Dawntrail Main Scenario Quests",1,1,1,0
14,"Post-Dawntrail Main Scenario Quests",1,1,1,0
15,"Chronicles of a New Era - Primals",1,1,2,0
16,"Chronicles of a New Era - Bahamut",1,1,2,0
17,"Chronicles of a New Era - The Crystal Tower",1,1,2,0
18,"Chronicles of a New Era - Alexander",1,1,2,0
19,"Chronicles of a New Era - The Warring Triad",1,1,2,0
20,"Chronicles of a New Era - The Shadow of Mhach",1,1,2,0
21,"Chronicles of a New Era - Omega",2,1,2,0
22,"Chronicles of a New Era - Return to Ivalice",1,1,2,0
23,"Chronicles of a New Era - The Four Lords",1,1,2,0
24,"Chronicles of a New Era - Eden",1,1,2,0
25,"YoRHa: Dark Apocalypse",1,1,2,0
26,"Chronicles of a New Era - The Sorrow of Werlyt",1,1,2,0
27,"Chronicles of a New Era - Pandæmonium",2,1,2,0
28,"Chronicles of a New Era - Myths of the Realm",1,1,2,0
29,"Chronicles of a New Era - The Arcadion",1,1,2,0
30,"Chronicles of a New Era - Echoes of Vana'diel",1,1,2,0
31,"Pelupelu Quests",2,1,5,0
32,"Intersocietal Quests",2,1,5,0
33,"Amalj'aa Quests",2,1,4,0
34,"Sylph Quests",2,1,4,0
35,"Kobold Quests",2,1,4,0
36,"Sahagin Quests",2,1,4,0
37,"Ixal Quests",2,1,4,0
38,"Vanu Vanu Quests",2,1,4,0
39,"Vath Quests",2,1,4,0
40,"Moogle Quests",2,1,4,0
41,"Kojin Quests",2,1,4,0
42,"Ananta Quests",2,1,4,0
43,"Namazu Quests",2,1,4,0
44,"Pixie Quests",2,1,4,0
45,"Qitari Quests",2,1,4,0
46,"Dwarf Quests",2,1,4,0
47,"Arkasodara Quests",2,1,4,0
48,"Omicron Quests",2,1,4,0
49,"Loporrit Quests",2,1,4,0
50,"Intersocietal Quests",2,1,4,0
51,"Chronicles of Light",2,1,3,0
52,"Hildibrand Sidequests",2,1,3,0
