key,0
#,Description
int32,str
0,""
1,"Increases vitality by 8."
2,"Increases vitality by 16."
3,"Increases vitality by 24."
4,"Increases vitality by 8."
5,"Increases vitality by 16."
6,"Increases vitality by 24."
7,"Increases strength by 8."
8,"Increases strength by 16."
9,"Increases strength by 24."
10,"Allows the stacking of a second <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Greased Lightning<UIGlow>01</UIGlow><UIForeground>01</UIForeground>."
11,"Allows the stacking of a third <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Greased Lightning<UIGlow>01</UIGlow><UIForeground>01</UIForeground>."
12,"Increases strength by 8."
13,"Increases strength by 16."
14,"Increases strength by 24."
15,"Increases dexterity by 8."
16,"Increases dexterity by 16."
17,"Adds to <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Heavy Shot<UIGlow>01</UIGlow><UIForeground>01</UIForeground> a 20% chance that your next <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Straight Shot<UIGlow>01</UIGlow><UIForeground>01</UIForeground> will deal critical damage.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration: <UIGlow>01</UIGlow><UIForeground>01</UIForeground>10s"
18,"Increases base action damage by 10%."
19,"Increases dexterity by 24."
20,"Increases base action damage by 20%."
21,"Increases mind by 8."
22,"Increases mind by 16."
23,"Increases base action damage and HP restoration by 10%."
24,"Increases mind by 24."
25,"Grants a 15% chance that after casting <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Cure<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, the MP cost for your next <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Cure II<UIGlow>01</UIGlow><UIForeground>01</UIForeground> will be 0.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 15s"
26,"Increases base action damage and HP restoration by 30%."
27,"Increases intelligence by 8."
28,"Increases intelligence by 16."
29,"Increases base action damage and HP restoration by 10% and allows for the stacking of a second <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Astral Fire<UIGlow>01</UIGlow><UIForeground>01</UIForeground> or <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Umbral Ice<UIGlow>01</UIGlow><UIForeground>01</UIForeground>."
30,"Increases intelligence by 24."
31,"Increases base action damage and HP restoration by 30% and allows for the stacking of a third <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Astral Fire<UIGlow>01</UIGlow><UIForeground>01</UIForeground> or <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Umbral Ice<UIGlow>01</UIGlow><UIForeground>01</UIForeground> which reduces cast times for spells of the opposite element by half."
32,"Grants a 40% chance that after casting <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Fire<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, your next <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Fire III<UIGlow>01</UIGlow><UIForeground>01</UIForeground> will require no MP and have no casting time.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 18s"
33,"Grants a 10% chance that after each damage over time tick inflicted by <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Thunder<UIGlow>01</UIGlow><UIForeground>01</UIForeground> or <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Thunder III<UIGlow>01</UIGlow><UIForeground>01</UIForeground> (3% for <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Thunder II<UIGlow>01</UIGlow><UIForeground>01</UIForeground> or <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Thunder IV<UIGlow>01</UIGlow><UIForeground>01</UIForeground>), the next <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Thunder<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Thunder II<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Thunder III<UIGlow>01</UIGlow><UIForeground>01</UIForeground>, or <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Thunder IV<UIGlow>01</UIGlow><UIForeground>01</UIForeground> will add its full damage over time amount to its initial damage, have no cast time, and cost no MP.
<UIForeground>F201F8</UIForeground><UIGlow>F201F9</UIGlow>Duration:<UIGlow>01</UIGlow><UIForeground>01</UIForeground> 18s"
34,"Automatically activates <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Triangulate<UIGlow>01</UIGlow><UIForeground>01</UIForeground> upon changing your class to botanist."
35,"Increases the range of enemies avoidable when using <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Stealth<UIGlow>01</UIGlow><UIForeground>01</UIForeground> to level 30."
