key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
#,Name,Description,Icon,,MaxStacks,ClassJobCategory,StatusCategory,HitEffect,VFX,LockMovement,,LockActions,LockControl,Transfiguration,IsGaze,CanDispel,InflictedByActor,IsPermanent,PartyListPriority,CanIncreaseRewards,,,ParamModifier,ParamEffect,CanStatusOff,Log,IsFcBuff,Invisibility,TargetType,Flags,,
int32,str,str,Image,byte,byte,ClassJobCategory,byte,StatusHitEffect,StatusLoopVFX,bit&01,bit&02,bit&04,bit&08,bit&10,bit&20,bit&40,bit&80,bit&01,byte,byte,bit&02,bit&04,int16,byte,bit&08,uint16,bit&10,bit&20,byte,byte,byte,bit&40
0,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,False,0,0,0,False
1,"Petrification","Stone-like rigidity is preventing the execution of actions.",15001,85,0,1,2,6,1,True,False,True,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,False,0,32,0,True
2,"Stun","Unable to execute actions.",15004,0,0,1,2,3,2,True,False,True,False,False,False,True,False,False,100,0,False,False,0,0,False,0,False,False,0,0,0,False
3,"Sleep","Overwhelming drowsiness is preventing the execution of actions.",15013,1,0,1,2,2,3,True,False,True,False,False,False,True,False,False,100,0,False,False,0,0,False,0,False,False,0,3,0,True
4,"Daze","Scattered senses are preventing the execution of actions.",15003,1,0,1,2,8,0,True,False,True,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,False,0,0,0,False
5,"Amnesia","Unable to use abilities.",15015,0,0,1,2,15,0,False,False,False,False,False,False,True,False,False,100,0,False,False,0,0,False,0,False,False,0,0,0,False
6,"Pacification","Unable to use weaponskills.",15017,0,0,1,2,14,0,False,False,False,False,False,False,True,False,False,100,0,False,False,0,0,False,0,False,False,0,0,0,False
7,"Silence","A stifling magic is preventing casts.",15005,2,0,1,2,7,0,False,False,False,False,False,False,True,False,False,100,0,False,False,0,0,False,0,False,False,0,22,0,False
8,"Haste","Weaponskill cast time and recast time, spell cast time and recast time, and auto-attack delay are reduced.",15008,5,0,1,1,16,0,False,False,False,False,False,False,False,False,False,1,0,False,False,-15,0,False,0,False,False,0,0,0,False
9,"Slow","Weaponskill cast time and recast time, spell cast time and recast time, and auto-attack delay are increased.",15009,5,0,1,2,13,0,False,False,False,False,False,False,True,False,False,50,0,False,False,15,0,False,0,False,False,0,0,0,False
10,"Slow","Weaponskill cast time and recast time, spell cast time and recast time, and auto-attack delay are increased.",15545,5,0,1,2,13,0,False,False,False,False,False,False,True,True,True,50,0,False,False,20,0,False,0,False,False,0,0,0,False
11,"Confused","Attacking allies instead of the enemy.",15603,64,0,1,2,17,0,False,False,False,True,False,True,False,False,False,100,0,False,False,0,0,False,0,False,False,0,0,0,False
12,"Levitation","Floating several ilms off the ground, defying the universal laws of gravity.",15037,0,0,1,1,16,4,False,False,False,False,False,False,False,True,True,1,0,False,False,0,0,False,0,False,False,0,0,0,False
13,"Bind","Unable to move.",15003,3,0,1,2,12,5,True,False,False,False,False,False,True,False,False,100,0,False,False,0,0,False,0,False,False,0,0,0,False
14,"Heavy","Movement speed is reduced.",15002,3,0,1,2,4,6,False,False,False,False,False,False,True,False,False,100,0,False,False,0,1,False,0,False,False,0,0,0,False
15,"Blind","Encroaching darkness is lowering accuracy.",15012,4,0,1,2,10,0,False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,False,0,0,0,False
16,"","",0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,False,0,0,0,False
17,"Paralysis","Deadened nerves are sometimes preventing the execution of actions.",15006,0,0,1,2,5,0,False,False,False,False,False,False,True,False,False,100,0,False,False,33,0,False,0,False,False,0,0,0,False
18,"Poison","Toxins are causing damage over time.",15007,0,0,1,2,1,0,False,False,False,False,False,False,True,False,False,10,0,False,True,10,0,False,0,False,False,0,0,0,False
