key,0,1
#,,
int32,str,str
0,"TEXT_AKTKMK105_04739_SEQ_00","テルティウム駅のユルスは、メッティウスの行方を憂慮しているようだ。"
1,"TEXT_AKTKMK105_04739_SEQ_01","ユルスと話し、去ってしまったメッティウスを捜索することになった。ガレマルドのウルバニッシマ区で「メッティウス」を探し、襲われていたら敵を討伐しよう。"
2,"TEXT_AKTKMK105_04739_SEQ_02","メッティウスに襲い掛かろうとしていた魔導兵器を倒した。ウルバニッシマ区で「メッティウス」を救助しよう。"
3,"TEXT_AKTKMK105_04739_SEQ_03","メッティウスを救助したところにユルスたちも戻り、ゼロは人と信頼を結ぶことについて思うところを話してくれた。ウルバニッシマ区で、友とは何かを知った「ゼロ」と話そう。"
4,"TEXT_AKTKMK105_04739_SEQ_04","ゼロと話してテルティウム駅に戻り、ラザハンとガレアン・コミュニティの通商条約が取り交わされた。これで無事に、バブイルの塔も使用できそうだ。"
5,"TEXT_AKTKMK105_04739_SEQ_05",""
6,"TEXT_AKTKMK105_04739_SEQ_06",""
7,"TEXT_AKTKMK105_04739_SEQ_07",""
8,"TEXT_AKTKMK105_04739_SEQ_08",""
9,"TEXT_AKTKMK105_04739_SEQ_09",""
10,"TEXT_AKTKMK105_04739_SEQ_10",""
11,"TEXT_AKTKMK105_04739_SEQ_11",""
12,"TEXT_AKTKMK105_04739_SEQ_12",""
13,"TEXT_AKTKMK105_04739_SEQ_13",""
14,"TEXT_AKTKMK105_04739_SEQ_14",""
15,"TEXT_AKTKMK105_04739_SEQ_15",""
16,"TEXT_AKTKMK105_04739_SEQ_16",""
17,"TEXT_AKTKMK105_04739_SEQ_17",""
18,"TEXT_AKTKMK105_04739_SEQ_18",""
19,"TEXT_AKTKMK105_04739_SEQ_19",""
20,"TEXT_AKTKMK105_04739_SEQ_20",""
21,"TEXT_AKTKMK105_04739_SEQ_21",""
22,"TEXT_AKTKMK105_04739_SEQ_22",""
23,"TEXT_AKTKMK105_04739_SEQ_23",""
24,"TEXT_AKTKMK105_04739_TODO_00","メッティウスを探し、襲われていたら敵を討伐"
25,"TEXT_AKTKMK105_04739_TODO_01","メッティウスを救助"
26,"TEXT_AKTKMK105_04739_TODO_02","ゼロと話す"
27,"TEXT_AKTKMK105_04739_TODO_03",""
