key,0,1,2,3
#,BGMSystemDefine,Quest,,BGM
int32,BGMSystemDefine,Quest,byte,Row
50000.0,0,0,0,0
50001.0,1,0,0,1202
50001.1,3,68062,0,1202
50001.2,3,67999,0,1232
50001.3,4,67999,2,1232
50002.0,1,0,0,1222
50002.1,3,68089,0,1234
50003.0,1,0,0,1222
50003.1,3,68089,0,1236
50004.0,1,0,0,165
50004.1,3,69917,0,459
50004.2,3,68508,0,458
50004.3,4,68508,4,458
50005.0,1,0,0,1204
50005.1,3,68572,0,1242
50006.0,1,0,0,1222
50006.1,3,68610,0,1247
50007.0,1,0,0,1209
50007.1,3,68633,0,1248
50008.0,1,0,0,541
50008.1,4,68610,4,459
50009.0,1,0,0,659
50009.1,3,69314,0,1259
50009.2,4,69314,255,1259
50009.3,3,69313,0,1308
50009.4,4,69313,5,1308
50009.5,4,69313,3,1302
50009.6,3,69190,0,1259
50009.7,4,69190,11,1259
50009.8,3,69182,0,659
50009.9,4,69182,2,659
50009.10,3,69179,0,649
50009.11,3,69145,0,1259
50009.12,3,69142,0,649
50009.13,4,69142,255,649
50009.14,3,68878,0,578
50009.15,3,68836,0,1259
50009.16,4,68836,5,1259
50009.17,3,68815,0,659
50009.18,4,68815,255,659
50009.19,4,68815,5,1
50010.0,1,0,0,711
50010.1,3,69314,0,1258
50010.2,4,69314,255,1258
50010.3,3,69313,0,1301
50010.4,4,69313,3,1301
50010.5,3,69190,0,1258
50010.6,4,69190,11,1258
50010.7,3,69168,0,661
50010.8,3,69167,0,662
50010.9,4,69167,255,662
50010.10,3,69158,0,488
50011.0,1,0,0,1287
50011.1,3,69314,0,1260
50011.2,4,69314,255,1260
50011.3,3,69313,0,1309
50011.4,4,69313,5,1309
50011.5,4,69313,3,1303
50011.6,3,69190,0,1260
50011.7,4,69190,11,1260
50011.8,3,69179,0,1287
50011.9,3,69145,0,1260
50011.10,3,69142,0,649
50011.11,4,69142,255,649
50011.12,4,69142,5,161
50011.13,3,68836,0,1260
50011.14,4,68836,5,1260
50012.0,1,0,0,1261
50012.1,3,69314,0,1261
50012.2,4,69314,255,1261
50012.3,3,69313,0,1304
50012.4,4,69313,3,1304
50012.5,5,0,0,1288
50013.0,1,0,0,1262
50013.1,3,69314,0,1262
50013.2,4,69314,255,1262
50013.3,3,69313,0,1305
50013.4,4,69313,3,1305
50013.5,5,0,0,1289
50014.0,1,0,0,1263
50014.1,3,69314,0,1263
50014.2,4,69314,255,1263
50014.3,3,69313,0,1306
50014.4,4,69313,3,1306
50014.5,4,68841,255,1290
50014.6,4,68841,5,653
50014.7,5,0,0,1290
50015.0,1,0,0,1264
50015.1,3,69314,0,1264
50015.2,4,69314,255,1264
50015.3,3,69313,0,1307
50015.4,4,69313,3,1307
50015.5,5,0,0,1291
50016.0,1,0,0,1265
50016.1,5,0,0,673
50017.0,1,0,0,1288
50017.1,3,69167,0,1267
50017.2,4,69167,255,1267
50017.3,3,69158,0,488
50018.0,1,0,0,1288
50018.1,3,69314,0,1261
50018.2,4,69314,255,1261
50018.3,3,69313,0,1304
50018.4,4,69313,3,1304
50018.5,3,69190,0,1261
50018.6,4,69190,11,1261
50018.7,3,69179,0,1288
50018.8,3,69176,0,650
50018.9,4,69176,2,650
50019.0,1,0,0,1288
50019.1,3,69314,0,1261
