key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
#,EXPBonus%,BaseParam[0],IsRelative[0],Value[0],Max[0],Value{HQ}[0],Max{HQ}[0],BaseParam[1],IsRelative[1],Value[1],Max[1],Value{HQ}[1],Max{HQ}[1],BaseParam[2],IsRelative[2],Value[2],Max[2],Value{HQ}[2],Max{HQ}[2]
int32,byte,BaseParam,bool,sbyte,int16,sbyte,int16,BaseParam,bool,sbyte,int16,sbyte,int16,BaseParam,bool,sbyte,int16,sbyte,int16
0,3,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0
1,3,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0
2,3,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0
3,3,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0
4,3,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0
5,3,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0
6,3,5,True,16,12,20,15,0,False,0,0,0,0,0,False,0,0,0,0
7,3,4,True,16,12,20,15,0,False,0,0,0,0,0,False,0,0,0,0
8,3,2,True,16,12,20,15,0,False,0,0,0,0,0,False,0,0,0,0
9,3,3,True,16,12,20,15,0,False,0,0,0,0,0,False,0,0,0,0
10,3,1,True,16,12,20,15,0,False,0,0,0,0,0,False,0,0,0,0
11,3,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0
12,3,5,True,16,27,20,34,0,False,0,0,0,0,0,False,0,0,0,0
13,3,4,True,16,27,20,34,0,False,0,0,0,0,0,False,0,0,0,0
14,3,2,True,16,27,20,34,0,False,0,0,0,0,0,False,0,0,0,0
15,3,3,True,16,28,20,35,0,False,0,0,0,0,0,False,0,0,0,0
16,3,1,True,16,27,20,34,0,False,0,0,0,0,0,False,0,0,0,0
17,3,37,True,16,22,20,27,0,False,0,0,0,0,0,False,0,0,0,0
18,3,42,True,16,22,20,27,0,False,0,0,0,0,0,False,0,0,0,0
19,3,39,True,16,22,20,27,0,False,0,0,0,0,0,False,0,0,0,0
20,3,40,True,16,22,20,27,0,False,0,0,0,0,0,False,0,0,0,0
21,3,41,True,16,22,20,27,0,False,0,0,0,0,0,False,0,0,0,0
22,3,38,True,16,22,20,27,0,False,0,0,0,0,0,False,0,0,0,0
23,3,1,True,20,34,20,34,2,True,20,34,20,34,4,True,20,34,20,34
24,3,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0
