#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24,Unknown25,Unknown26,Unknown27,Unknown28,Unknown29,Talk[0],Talk[1],Talk[2],Talk[3],Talk[4],Talk[5],Talk[6],Talk[7]
0,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,0,0,0
1,0,3,2,0,0,False,0,4,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,"Greetings, adventurer. I deal in the issuing of guildleves.","My apologies, ma'am, but I am not authorized to issue guildleves to those as new to adventuring as you appear to be.",The quest you were assigned is of the utmost import. May the Matron see you to success.,0,0,0,0,0
2,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"If it is a guildleve you seek, then I may just have the right one for you.","My records show that you have only recently arrived in Eorzea. I am sorry, but I cannot entrust you with the responsibility of a levequest until you have proven yourself to at least Baderon of the Adventurers' Guild.","Good luck, and may the Twelve be with you.","My records show that you have only recently arrived in the area. I am sorry, but I cannot entrust you with the responsibility of a levequest until you have proven yourself to at least Baderon of the Adventurers' Guild.","Let me see here... Ah, yes. Our levewatches report that you completed all leve objectives within the allotted time. Well done, Player! Let me ready your reward.",0,0,"It addition to the objectives, it also seems you have found the time to slay a wanted target. Well done, Player! The bounty is yours!"
3,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,You wish to undertake leves? Then you have come to the right place.,"You wish to undertake leves? While your enthusiasm cannot be denied, certain formalities must be observed. Namely, Baderon of the Adventurers' Guild must vouch for your abilities.",May the Spinner smile upon your endeavor.,"You wish to undertake leves? While your enthusiasm cannot be denied, you appear unready to confront the fell beasts we have lurking in these woods. It is for your own well-being that I must deny you work.","So you have returned triumphant! Come, your reward awaits.",0,0,"Watches tell me ye went and stuck ye a wanted target, to boot. I suppose ye'll be wantin' the bounty with yer reward, then, eh?"
4,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"There is work to be had, if you are interested, my friend.","I have no work for you, adventurer. Hone your skills, and then come and see me again once Baderon of the Adventurers' Guild has deemed you worthy.","Do not stray from duty, adventurer. I suggest seeing to the tasks at hand immediately.","I have no work for you, adventurer. Hone your skills, and then come and see me again once you've proven you can stand your ground against the creatures roaming these parts.",Your performance was noted by the local levewatches. I shall prepare your reward accordingly.,0,0,And do not fret. The bounty for the wanted creature you slew has been added.
5,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"The people of the Twelveswood need your help, adventurer. Have you the courage to provide it?","The people of the Twelveswood are always looking for those willing to assist them. Unfortunately, you still look a tad green to be of any real help. Now if someone such as Baderon Tenfingers were to vouch for you, that would be a different story...",The quest you were assigned is of the utmost import. May the Matron see you to success.,"The people of the Twelveswood are always looking for those willing to assist them. Unfortunately, you still look a tad green to be of any real help. Now if someone such as Baderon Tenfingers were to vouch for you, that would be a different story...","Well done, adventurer. The levewatch overseeing your duty was thoroughly impressed. You may take your reward.",0,0,"Oh, and I have seen to it that the bounty of the wanted target you most bravely slew was included."
6,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"Welcome, welcome! The people of Eorzea are in desperate need of a woman of your talents. Might I interest you in a leve or two?","Welcome! The people of Eorzea are in constant need of a helping hand. Might you know of anyone talented in the arts of battle or spellcraft? You? Oh no, Baderon Tenfingers would have my head on a platter if I were to allow one as green as you take on the tasks I've been entrusted.",Godsspeed to you then!,"Welcome! The people of Eorzea are in constant need of a helping hand. Might you know of anyone talented in the arts of battle or spellcraft? You? Oh no, the guildmaster would have my head on a platter if I were to allow one as green as you take on the tasks I've been entrusted.","Excellent. The levewatches have reported, and I have used their evaluation to tally your reward.",0,0,The extra gil you see included is the bounty for the wanted target you slew.
7,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"Greetings, adventurer. I deal in the issuing of guildleves.","My apologies, ma'am, but I am not authorized to issue guildleves to those as new to adventuring as you appear to be. Perhaps you should return to Limsa Lominsa and speak with Baderon Tenfingers of the Drowning Wench and see if he cannot point you in the right direction.",May the Traders see you to fortune.,"My apologies, ma'am, but I am not authorized to issue guildleves to those as new to adventuring as you appear to be. It might serve you well to step outside the city walls and see the world before running headlong into tasks that will only put your precious life in danger.","I take it the quest was a success. Or, at least that is what the levewatches tell me. I have your reward right here.",0,0,"Ah, and the extra coin─that is the bounty you earned by slaying the wanted target. The Brass Blades extend their gratitude for your service to the sultanate."
8,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,The realm is always in need of eager volunteers to tend to those tedious tasks which need tending. You have a certain air of eagerness about you. Try your hand at a levequest?,"You appear eager to serve the realm. This is good! Unfortunately, you do not appear to be of body *or* mind to serve her that well. This is bad. Speak with Baderon to see if there is any way we might loosen this knotty situation we find ourselves in.",For coin and country!,"You appear eager to serve the realm. This is good! Unfortunately, you do not appear to be of body *or* mind to serve her that well. This is bad. Whet your blade...or bow, or staff, or whatever may be your weapon of choice on some of the poor creatures crawling about the area and speak to me again when you are ready to take on the world...or at least the world immediately outside the city walls.","The levewatches were impressed, Player! Here is your well-earned reward!",0,0,"Oh, and don't let me forget this bounty. That was a noble display out there!"
9,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,0,1,2,0,0,False,"Good evening to you, adventurer. And a fine evening it is, I say. A fine evening for a levequest!","Good evening to you, adventurer. And a fine evening it is, I say. A fine evening to march back to the Adventurers' Guild in Limsa and set yourself straight with Baderon Tenfingers. Only then will I let you partake in some of these fine guildleves I hold here.",Off you are then! Time is of the essence!,"Good evening to you, adventurer. And a fine evening it is, I say. A fine evening to march back out into the field. Only then will I let you partake in some of these fine guildleves I hold here.",I see the desert heat wasn't too much for you. Here is your reward. See that you don't spend it all at the pub!,0,0,"Oh, and the bounty! It almost slipped my mind. I believe you'll be wanting this, as well. Unless, that is, you don't, because I would be more than happy to─ You *do* want it, then. Alright. I suppose that's only fair, considering *you* were the one who killed the fiend."
