#,Text
0,
1,
2,
3,Une importante tempête magnétique est en train de se former. Utilisez l'équipement avec prudence pendant la durée de cette intempérie.
4,Un groupe de météorites menace de s'écraser sur Sinus Ardorum ! Restez vigilants si vous travaillez en extérieur !
5,"Un énorme champignon sélénien a relâché un nuage de spores.
Attention aux excroissances fongiques !"
6,"Un violent orage est en approche, et nous avons pu déterminer son heure d'arrivée ! Restez vigilants si vous travaillez en extérieur."
7,"À cause d'une baisse de la pression atmosphérique, de forts courants glaciaux sont à prévoir ! Protégez-vous bien contre le froid !"
8,"Un énorme nuage d'éther est en approche, amenant avec lui des pluies de verre. Le champ de vision sera ex­trê­me­ment réduit, prudence !"
9,Alerte rouge : tempête magnétique
10,Alerte rouge : pluie de météorites
11,Alerte rouge : nuages de spores
12,Alerte rouge : orages violents
13,Alerte rouge : courants glaciaux
14,Alerte rouge : pluie de verre
15,Celui des menuisiers/tanneurs/alchimistes
16,Celui des orfèvres/couturiers
17,Celui des orfèvres/couturiers/botanistes
18,Celui des forgerons/alchimistes/mineurs
19,Celui des cuisiniers/mineurs/pêcheurs
20,Celui des forgerons/tanneurs/botanistes
21,Celui des menuisiers/botanistes
22,Celui des armuriers/cuisiniers/pêcheurs
23,Celui des menuisiers/armuriers/tanneurs
24,Celui des cuisiniers/pêcheurs
25,Celui des armuriers/orfèvres/mineurs
26,Celui des forgerons/couturiers/alchimistes
27,Se rendre au lieu de mission critique des menuisiers/tanneurs/alchimistes ?
28,Se rendre au lieu de mission critique des orfèvres/couturiers ?
29,Se rendre au lieu de mission critique des orfèvres/couturiers/botanistes ?
30,Se rendre au lieu de mission critique des forgerons/alchimistes/mineurs ?
31,Se rendre au lieu de mission critique des cuisiniers/mineurs/pêcheurs ?
32,Se rendre au lieu de mission critique des forgerons/tanneurs/botanistes ?
33,Se rendre au lieu de mission critique des menuisiers/botanistes ?
34,Se rendre au lieu de mission critique des armuriers/cuisiniers/pêcheurs ?
35,Se rendre au lieu de mission critique des menuisiers/armuriers/tanneurs ?
36,Se rendre au lieu de mission critique des cuisiniers/pêcheurs ?
37,Se rendre au lieu de mission critique des armuriers/orfèvres/mineurs ?
38,Se rendre au lieu de mission critique des forgerons/couturiers/alchimistes ?
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,
49,
50,
51,
52,
53,
54,
55,
56,
57,
58,
59,
60,
61,Celui des menuisiers/orfèvres/couturiers
62,Celui des cuisiniers/mineurs/pêcheurs
63,Celui des armuriers/orfèvres/alchimistes
64,Celui des mineurs/pêcheurs
65,Celui des forgerons/tanneurs/mineurs
66,Celui des armuriers/orfèvres
67,Celui des forgerons/armuriers/tanneurs
68,Celui des alchimistes/cuisiniers/botanistes
69,Celui des menuisiers/tanneurs/couturiers
70,Celui des cuisiniers/botanistes/pêcheurs
71,Celui des forgerons/alchimistes
72,Celui des menuisiers/couturiers/botanistes
73,Se rendre au lieu de mission critique des menuisiers/orfèvres/couturiers ?
74,Se rendre au lieu de mission critique des cuisiniers/mineurs/pêcheurs ?
75,Se rendre au lieu de mission critique des armuriers/orfèvres/alchimistes ?
76,Se rendre au lieu de mission critique des mineurs/pêcheurs ?
77,Se rendre au lieu de mission critique des forgerons/tanneurs/mineurs ?
78,Se rendre au lieu de mission critique des armuriers/orfèvres ?
79,Se rendre au lieu de mission critique des forgerons/armuriers/tanneurs ?
80,Se rendre au lieu de mission critique des alchimistes/cuisiniers/botanistes ?
81,Se rendre au lieu de mission critique des menuisiers/tanneurs/couturiers ?
82,Se rendre au lieu de mission critique des cuisiniers/botanistes/pêcheurs ?
83,Se rendre au lieu de mission critique des forgerons/alchimistes ?
84,Se rendre au lieu de mission critique des menuisiers/couturiers/botanistes ?
