#,Unknown0,Unknown1
0,cbnm_aettch_1,cbnm_aettch_2lp
1,cbnm_aettch_3,cbnm_id0
2,cbnm_drink,cbnm_id0
3,cbnm_eat,cbnm_id0
4,cbnm_event_1,cbnm_event_2lp
5,cbnm_event_3,cbnm_id0
6,cbnm_itm_1,cbnm_itm_2lp
7,cbnm_itm_3,cbnm_id0
8,cbnm_jump_3,cbnm_id0
9,cbnm_matering,cbnm_id0
10,cbnm_mgc_cmn_1,cbnm_mgc_cmn_2lp
11,cbbm_abl_3,cbbm_id0
12,cbbm_abl_bene,cbbm_id0
13,cbbm_abl_conv,cbbm_id0
14,cbbm_abl_crusade,cbbm_id0
15,cbbm_abl_divin,cbbm_id0
16,cbbm_abl_excruciate,cbbm_id0
17,cbbm_abl_guren,cbbm_id0
18,cbbm_abl_hagane,cbbm_id0
19,cbbm_abl_illusive,cbbm_id0
20,cbbm_abl_invi,cbbm_id0
21,cbbm_abl_kabau,cbbm_id0
22,cbbm_abl_keenflurry,cbbm_id0
23,cbbm_abl_kong,cbbm_id0
24,cbbm_abl_kumei,cbbm_id0
25,cbbm_abl_midare,cbbm_id0
26,cbbm_abl_mosa,cbbm_id0
27,cbbm_abl_naita,cbbm_id0
28,cbbm_abl_rampart,cbbm_id0
29,cbbm_abl_ryuken,cbbm_id0
30,cbbm_abl_ryusou,cbbm_id0
31,cbbm_abl_seijya,cbbm_id0
32,cbbm_abl_sinsoku,cbbm_id0
33,cbbm_abl_sipu,cbbm_id0
34,cbbm_abl_sutemi,cbbm_id0
35,cbbm_abl_syukufuku,cbbm_id0
36,cbbm_abl_taim,cbbm_id0
37,cbbm_abl_taunt,cbbm_id0
38,cbbm_abl_zanei,cbbm_id0
39,cbbm_ded,cbbm_dedpose
40,cbbm_ft_ded_1,cbbm_ft_ded_2lp
41,cbbm_itm_1,cbbm_itm_2lp
42,cbbm_itm_3,cbbm_id0
43,cbbm_mgc_blk_1,cbbm_mgc_blk_2lp
44,cbbm_mgc_blk_3,cbbm_id0
45,cbbm_mgc_cnj_1,cbbm_mgc_cnj_2lp
46,cbbm_mgc_cnj_3,cbbm_id0
47,cbbm_mgc_cnj_3b,cbbm_id0
48,cbbm_mgc_cnj_3c,cbbm_id0
49,cbbm_mgc_pld_1,cbbm_mgc_pld_2lp
50,cbbm_mgc_pld_3,cbbm_id0
51,cbbm_mgc_sng_1,cbbm_mgc_sng_2lp
52,cbbm_mgc_sng_3,cbbm_id0
53,cbbm_mgc_swd_3,cbbm_id0
54,cbbm_mgc_swl_1,cbbm_mgc_swl_2lp
55,cbbm_mgc_swl_3,cbbm_id0
56,cbbm_mgc_thm_1,cbbm_mgc_thm_2lp
57,cbbm_mgc_thm_3,cbbm_id0
58,cbbm_mgc_thm_3b,cbbm_id0
59,cbbm_mgc_thm_3c,cbbm_id0
60,cbbm_mgc_wht_1,cbbm_mgc_wht_2lp
61,cbbm_mgc_wht_3,cbbm_id0
62,cbbm_sp_a_1,cbbm_sp_a_2lp
63,cbbm_sp_b_1,cbbm_sp_b_2lp
64,cbbm_sp_c_1,cbbm_sp_c_2lp
65,cbbm_sp_d_1,cbbm_sp_d_2lp
66,cbbm_sp_e_1,cbbm_sp_e_2lp
67,cbbm_sp01,cbbm_id0
68,cbbm_sp02,cbbm_id0
69,cbbm_sp03,cbbm_id0
70,cbbm_sp04,cbbm_id0
71,cbbm_sp05,cbbm_id0
72,cbbm_sp06,cbbm_id0
73,cbbm_sp07,cbbm_id0
74,cbbm_sp08,cbbm_id0
75,cbbm_sp09,cbbm_id0
76,cbbm_sp10,cbbm_id0
77,cbbm_sp11,cbbm_id0
78,cbbm_sp12,cbbm_id0
79,cbbm_sp13,cbbm_id0
80,cbbm_sp14,cbbm_id0
81,cbbm_sp15,cbbm_id0
82,cbbm_sp16,cbbm_id0
83,cbbm_sp17,cbbm_id0
84,cbbm_sp18,cbbm_id0
85,cbbm_sp19,cbbm_id0
86,cbbm_sp20,cbbm_id0
87,cbbm_sp50,cbbm_id0
88,cbbm_sp51,cbbm_id0
89,cbbm_sp52,cbbm_id0
90,cbbm_sp53,cbbm_id0
91,cbbm_sp54,cbbm_id0
92,cbbm_sp55,cbbm_id0
93,cbbm_sp21,cbbm_id0
94,cbbm_sp22,cbbm_id0
95,cbbm_sp23,cbbm_id0
96,cbbm_sp24,cbbm_id0
97,cbbm_sp25,cbbm_id0
98,cbbm_atk1,cbbm_id0
99,cbbm_atk2,cbbm_id0
100,cbbm_atk3,cbbm_id0
101,cbbm_grd,cbbm_id0
102,cbbm_jump_3,cbbm_id0
103,cbbm_sht1,cbbm_id0
104,cbbm_sht2,cbbm_id0
105,cbbm_sht3,cbbm_id0
106,cbbm_ws_h01,cbbm_id0
107,cbbm_ws_h02,cbbm_id0
108,cbbm_ws_h03,cbbm_id0
109,cbbm_ws_h04,cbbm_id0
110,cbbm_ws_h05,cbbm_id0
111,cbbm_ws_s21,cbbm_id0
112,cbbm_ws_s22,cbbm_id0
113,cbbm_ws_s23,cbbm_id0
114,cbbm_ws_s24,cbbm_id0
115,cbbm_ws_s25,cbbm_id0
116,cbbm_ws_s26,cbbm_id0
117,cbbm_mgc_pld_3b,cbbm_id0
118,cbbm_mgc_sum_3b,cbbm_id0
119,cbbm_mgc_wht_3b,cbbm_id0
120,cbbm_mgc_sch_3b,cbbm_id0
121,cbbm_mgc_ast_1,cbbm_mgc_ast_2lp
122,cbbm_mgc_ast_3,cbbm_id0
123,cbbm_mgc_ast_3b,cbbm_id0
124,cbbm_mgc_ast_3c,cbbm_id0
125,cbbm_ws_s01,cbbm_id0
126,cbbm_ws_s02,cbbm_id0
127,cbbm_ws_s03,cbbm_id0
128,cbbm_ws_s04,cbbm_id0
129,cbbm_ws_s05,cbbm_id0
130,cbbm_ws_s06,cbbm_id0
131,cbbm_ws_s07,cbbm_id0
132,cbbm_ws_s08,cbbm_id0
133,cbbm_ws_s09,cbbm_id0
134,cbbm_ws_s10,cbbm_id0
135,cbbm_ws_s11,cbbm_id0
136,cbbm_ws_s12,cbbm_id0
137,cbbm_ws_s13,cbbm_id0
138,cbbm_ws_s14,cbbm_id0
139,cbbm_ws_s15,cbbm_id0
140,cbbm_ws_s16,cbbm_id0
141,cbbm_ws_s17,cbbm_id0
142,cbbm_ws_s18,cbbm_id0
143,cbbm_ws_s19,cbbm_id0
144,cbbm_ws_s20,cbbm_id0
145,cblm_abl_m_a,cblm_id0_m_2lp
146,cblm_abl_s_a,cblm_id0_s_2lp
147,cblm_act_m_l,cblm_id0_m_2lp
148,cblm_act_m_n,cblm_id0_m_2lp
149,cblm_act_m_s,cblm_id0_m_2lp
150,cblm_act_s_l,cblm_id0_s_2lp
151,cblm_act_s_n,cblm_id0_s_2lp
152,cblm_act_s_s,cblm_id0_s_2lp
153,cblm_id0_m_1,cblm_id0_m_2lp
154,cblm_id0_m_3,cbnm_id0
155,cblm_id0_s_1,cblm_id0_s_2lp
156,cblm_id0_s_3,cbnm_id0
157,cblm_repair,cbnm_id0
158,cblm_joy_m,cblm_id0_m_2lp
159,cblm_upset_m,cblm_id0_m_2lp
160,cblm_abl_pm_a,cblm_id0_pm_2lp
161,cblm_abl_pm_b,cblm_id0_pm_2lp
162,cblm_abl_pm_c,cblm_id0_pm_2lp
163,cblm_abl_ps_a,cblm_id0_ps_2lp
164,cblm_abl_ps_b,cblm_id0_ps_2lp
165,cblm_abl_ps_c,cblm_id0_ps_2lp
166,cblm_act_pm_n,cblm_id0_pm_2lp
167,cblm_act_ps_n,cblm_id0_ps_2lp
168,cblm_id0_pm_1,cblm_id0_pm_2lp
169,cblm_id0_pm_3,cbnm_id0
170,cblm_id0_ps_1,cblm_id0_ps_2lp
171,cblm_id0_ps_3,cbnm_id0
172,cblm_item_pm,cblm_id0_pm_2lp
173,cblm_item_ps,cblm_id0_ps_2lp
174,cblm_cancel_fs,cblm_id0_fs
175,cblm_cast_fs_f,cblm_id1_fs
176,cblm_cast_fs_n,cblm_id1_fs
177,cblm_cast_fs_s,cblm_id1_fs
178,cblm_end_fs,cbnm_id0
179,cblm_hook_fs,cblm_fight_fs_a
180,cblm_item_fs,cblm_id0_fs
181,cblm_land_fs_hq,cblm_id0_fs
182,cblm_land_fs_nq,cblm_id0_fs
183,cbem_airquotes,cbnm_id0
184,cbem_amazed,cbnm_id0
185,cbem_angry,cbnm_id0
186,cbem_angry_st,cbnm_id0
187,cbem_blowkiss,cbnm_id0
188,cbem_blush,cbnm_id0
189,cbem_bonodori,cbnm_id0
190,cbem_bow,cbnm_id0
191,cbem_cheer,cbnm_id0
192,cbem_clap,cbnm_id0
193,cbem_comeon,cbnm_id0
194,cbem_comfort,cbnm_id0
195,cbem_cry,cbnm_id0
196,cbem_dance,cbnm_id0
197,cbem_dogeza,cbnm_id0
198,cbem_doubt,cbnm_id0
199,cbem_doze,cbnm_id0
200,cbem_fume,cbnm_id0
201,cbem_goodbye,cbnm_id0
202,cbem_goodbye_st,cbnm_id0
203,cbem_huh,cbnm_id0
204,cbem_j_clap,cbem_jmn
205,cbem_j_doze,cbem_jmn
206,cbem_j_goodbye_st,cbem_jmn
207,cbem_j_huh,cbem_jmn
208,cbem_j_laugh,cbem_jmn
209,cbem_joy,cbnm_id0
210,cbem_joy_st,cbnm_id0
211,cbem_kneel,cbnm_id0
212,cbem_laugh,cbnm_id0
213,cbem_laugh_st,cbnm_id0
214,cbem_lookout,cbnm_id0
215,cbem_make_act,cbnm_id0
216,cbem_me,cbnm_id0
217,cbem_no,cbnm_id0
218,cbem_no_st,cbnm_id0
219,cbem_orz,cbnm_id0
220,cbem_panic,cbnm_id0
221,cbem_point,cbnm_id0
222,cbem_poke,cbnm_id0
223,cbem_posing,cbnm_id0
224,cbem_praise,cbnm_id0
225,cbem_pray,cbnm_id0
226,cbem_psych,cbnm_id0
227,cbem_s_clap,cbem_sit
228,cbem_s_doze,cbem_sit
229,cbem_s_eat,cbem_sit
230,cbem_s_goodbye_st,cbem_sit
231,cbem_s_huh,cbem_sit
232,cbem_s_laugh,cbem_sit
233,cbem_salute,cbnm_id0
234,cbem_salute_gca,cbnm_id0
235,cbem_salute_gcb,cbnm_id0
236,cbem_salute_gcc,cbnm_id0
237,cbem_shocked,cbnm_id0
238,cbem_shrug,cbnm_id0
239,cbem_slap,cbnm_id0
240,cbem_soothe,cbnm_id0
241,cbem_stagger,cbnm_id0
242,cbem_stretch,cbnm_id0
243,cbem_sulk,cbnm_id0
244,cbem_think,cbnm_id0
245,cbem_throw_snow,cbnm_id0
246,cbem_upset,cbnm_id0
247,cbem_welcome,cbnm_id0
248,cbem_yes,cbnm_id0
249,cbem_yes_st,cbnm_id0
250,cbfm_base_chair_start,cbem_sit
251,cbfm_base_ground_start,cbem_jmn
252,cbfm_talk01,cbnm_id0
253,cbfm_talk02,cbnm_id0
254,cbfm_lcut_pop,cbnm_id0
255,cbfp_u_think,cbnm_id0
256,cbfm_greeting,cbnm_id0
257,cbfm_talk_angry,cbnm_id0
258,cbfm_shocked,cbnm_id0
259,cbfm_item,cbnm_id0
260,cbfm_talk_mt_hiroshi,cbfm_base_mt_hiroshi
261,cbfm_talk_forefinger,cbnm_id0
262,cbnm_lookaction_1,cbnm_lookaction_2lp
263,cbnm_lookaction_3,cbnm_id0
264,cbbm_abl_fight,cbnm_id0
265,cbbm_abl_shieldbarrier,cbnm_id0
266,cbbm_abl_foresight,cbnm_id0
267,cbbm_abl_bloodbath,cbnm_id0
268,cbbm_abl_berserk,cbnm_id0
269,cbbm_abl_defender,cbnm_id0
