0,TEXT_LUCKLA501_03239_SEQ_00,Frithrik a l'air d'avoir besoin d'aide.
1,TEXT_LUCKLA501_03239_SEQ_01,Frithrik vous a expliqué que le rôle de la halle du Juste était d'organiser la vente des poissons et des fruits de mer récoltés par les pêcheurs de la région. Parlez à Frithrik à Maussade pour voir leur travail de plus près.
2,TEXT_LUCKLA501_03239_SEQ_02,"Après avoir observé les poissons, vous avez assisté à une scène révélant le conflit entre Frithrik et les autres membres de l'association des pêcheurs. Frithrik va vous en révéler la cause au cabinet de curiosités de Cristarium."
3,TEXT_LUCKLA501_03239_SEQ_03,"Frithrik vous a expliqué que les affections bénignes dont souffraient les habitants de Cristarium étaient dues à la malnutrition, mais que les autres pêcheurs refusaient de l'aider à varier les poissons. Rejoignez Frithrik à la halle du Juste pour accepter la commande officielle de l'association des pêcheurs.  "
4,TEXT_LUCKLA501_03239_SEQ_04,"Vous avez accepté de faire partie temporairement de l'association, et d'honorer la commande de Frithrik. Allez pêcher des octoculi pour aider à rendre la vue aux habitants de Cristarium."
5,TEXT_LUCKLA501_03239_SEQ_05,
6,TEXT_LUCKLA501_03239_SEQ_06,
7,TEXT_LUCKLA501_03239_SEQ_07,
8,TEXT_LUCKLA501_03239_SEQ_08,
9,TEXT_LUCKLA501_03239_SEQ_09,
10,TEXT_LUCKLA501_03239_SEQ_10,
11,TEXT_LUCKLA501_03239_SEQ_11,
12,TEXT_LUCKLA501_03239_SEQ_12,
13,TEXT_LUCKLA501_03239_SEQ_13,
14,TEXT_LUCKLA501_03239_SEQ_14,
15,TEXT_LUCKLA501_03239_SEQ_15,
16,TEXT_LUCKLA501_03239_SEQ_16,
17,TEXT_LUCKLA501_03239_SEQ_17,
18,TEXT_LUCKLA501_03239_SEQ_18,
19,TEXT_LUCKLA501_03239_SEQ_19,
20,TEXT_LUCKLA501_03239_SEQ_20,
21,TEXT_LUCKLA501_03239_SEQ_21,
22,TEXT_LUCKLA501_03239_SEQ_22,
23,TEXT_LUCKLA501_03239_SEQ_23,
24,TEXT_LUCKLA501_03239_TODO_00,"Attendre à l'endroit indiqué, à Briquetière"
25,TEXT_LUCKLA501_03239_TODO_01,"Parler à Frithrik, au cabinet de curiosités"
26,TEXT_LUCKLA501_03239_TODO_02,"Parler à Frithrik, à la halle du Juste"
27,TEXT_LUCKLA501_03239_TODO_03,
28,TEXT_LUCKLA501_03239_TODO_04,
29,TEXT_LUCKLA501_03239_TODO_05,
30,TEXT_LUCKLA501_03239_TODO_06,
31,TEXT_LUCKLA501_03239_TODO_07,
32,TEXT_LUCKLA501_03239_TODO_08,
33,TEXT_LUCKLA501_03239_TODO_09,
34,TEXT_LUCKLA501_03239_TODO_10,
35,TEXT_LUCKLA501_03239_TODO_11,
36,TEXT_LUCKLA501_03239_TODO_12,
37,TEXT_LUCKLA501_03239_TODO_13,
38,TEXT_LUCKLA501_03239_TODO_14,
39,TEXT_LUCKLA501_03239_TODO_15,
40,TEXT_LUCKLA501_03239_TODO_16,
41,TEXT_LUCKLA501_03239_TODO_17,
42,TEXT_LUCKLA501_03239_TODO_18,
43,TEXT_LUCKLA501_03239_TODO_19,
44,TEXT_LUCKLA501_03239_TODO_20,
45,TEXT_LUCKLA501_03239_TODO_21,
46,TEXT_LUCKLA501_03239_TODO_22,
47,TEXT_LUCKLA501_03239_TODO_23,
48,TEXT_LUCKLA501_03239_SYSTEM_100_000,Cette quête permet l'accès à l'association de pêcheurs de la halle du Juste. Elle est accessible aux pêcheurs à partir du niveau 70.
49,TEXT_LUCKLA501_03239_FRITHRIK_000_000,"B-bonjour ! C'est la première fois que nous nous rencontrons... Non ? 
Êtes-vous intéressée par une place à l'association des pêcheurs ?"
50,TEXT_LUCKLA501_03239_FRITHRIK_000_001,"Ah, d-désolé ! Je me suis laissé emporter ! C'est qu'on ne voit pas souvent de nouvelles têtes par ici."
51,TEXT_LUCKLA501_03239_FRITHRIK_000_002,"Je m'appelle Frithrik ! Je suis le re­pré­sen­tant de l'association des pêcheurs de la halle du Juste, dont les membres viennent de Cristarium et des villages alentour."
52,TEXT_LUCKLA501_03239_FRITHRIK_000_003,"C'est ici que nous entreposons les produits de la mer récoltés par nos pêcheurs, et que nous les distribuons ensuite aux résidents de Cristarium, aux autres associations et aux entreprises."
53,TEXT_LUCKLA501_03239_FRITHRIK_000_004,"Bien sûr à Cristarium, nous avons également l'Hortorium ou le Verger, dans lesquels nous cultivons fruits et légumes, mais ça ne suffit pas pour faire un repas complet ! Il faut bien manger de la viande et du poisson pour avoir la pêche ! "
54,TEXT_LUCKLA501_03239_FRITHRIK_000_005,"Si ça vous intéresse, que diriez-vous de jeter un œil aux espèces que nous pêchons ha­bi­tuel­le­ment ? Ça pourrait vous donner envie de rejoindre notre association, ce serait super !"
